tree_id,date,year,branch_number,leaf_wet_mass_g,leaf_dry_mass_g,stem_wet_mass_g,stem_dry_mass_g,length_mm,diameter_mm,area_from_scan,leaf_number,notes,,,
2041,2023-07-28,0,1,0.4088,0.2147,0.0849,0.0467,15.49,1.315,14.991,5,,,,
2041,2023-07-28,0,2,0.8296,0.4319,0.3026,0.1293,18.22,2.395,28.198,10,,,,
2041,2023-07-28,0,3,1.1939,0.59,0.377,0.1846,41.9,2.4,42.117,10,,,,
2007,2023-07-28,0,1,2.8496,1.732,3.1244,1.6351,230.48,3.145,74.182,19,,,,
2007,2023-07-28,0,2,1.4028,0.7748,0.3902,0.2035,50.99,2.165,46.86,14,,,,
2007,2023-07-28,0,3,1.4669,0.8111,0.3688,0.1994,56.03,1.8025,45.782,12,,,,
2016,2023-07-28,0,1,0.9346,0.5136,0.1389,0.0779,28.13,0.225,34.286,6,,,,
2016,2023-07-28,0,2,0.9162,0.5236,0.1938,0.1063,41.97,1.39,33.711,6,,,,
2016,2023-07-28,0,3,3.2582,1.8964,1.625,0.8783,15.48,2.45,70.445,14,,,,
2052,2023-07-28,0,1,2.2601,1.1635,0.3973,0.1952,23.21,2.115,73.691,10,,,,
2052,2023-07-28,0,2,3.6747,1.8956,0.5252,0.2564,32.63,2.265,118.011,12,,,,
2052,2023-07-28,0,3,0.5854,0.3042,0.3079,0.1528,26.14,2.035,19.347,3,,,,
2085,2023-07-28,0,1,2.7578,1.6739,2.1035,0.9782,77.57,4.07,59.359,8,Double flush,,,
2085,2023-07-28,0,1,1.9674,1.0525,2.5592,1.0664,205,3.1825,56.438,11,Double flush,,,
2085,2023-07-28,0,2,1.4717,0.761,0.5328,0.2612,36.23,2.0575,53.17,13,,,,
2085,2023-07-28,0,3,1.1924,0.5896,0.3688,0.1764,30.52,1.865,39.26,7,,,,
2013,2023-07-28,0,1,0.564,0.2379,0.3653,0.1496,71.28,1.65,16.407,8,,,,
2013,2023-07-28,0,3,2.5668,1.5017,2.9527,1.538,38,3.2425,74.312,15,Flush #1,,,
2013,2023-07-28,0,3,2.5668,1.5017,2.9527,1.538,159,3.2425,74.312,15,"Flush #2, everything measured together except for length",,,
2088,2023-07-28,0,1,1.2229,0.6897,0.6283,0.3191,30.18,3.37,109.298,8,Double flush,,,
2088,2023-07-28,0,1,2.2855,1.1683,2.275,1.0207,183,3.37,109.298,22,Double flush,,,
2345,2023-09-29,0,3,5.0147,3.0903,2.2209,1.3315,122.29,2.755,117.018,28,,,,
2365,2023-09-29,0,3,1.1332,1.115,0.9239,0.7621,83.82,3.4275,69.612,13,"plastic bags did not have branch label, JPG File Name: B_2365_b(1,2,3)_y0_9.29.23.jpg",,,
2022,2023-09-29,0,2,2.6153,1.5232,0.8735,0.5057,51.58,2.7375,65.88,10,,,,
2023,2023-09-29,0,2,5.1811,3.0794,1.6822,1.0046,143,2.9675,100.174,15,,,,
2381,2023-09-29,0,3,2.8023,1.9517,0.697,0.4553,48.33,2.3925,94.52,14,"plastic bags did not have branch label, JPG File Name: B_2381_b(1-2-3)_y0_9.29.23.jpg",,,
2345,2023-09-29,0,2,4.2557,2.4392,1.42,0.7559,90.89,2.09,103.818,26,,,,
2023,2023-09-29,0,3,2.7849,1.8273,0.7692,0.5053,103,1.9925,61.503,11,,,,
2024,2023-09-29,0,3,2.5013,1.449,0.7049,0.4359,48.05,2.5425,88.595,11,,,,
2377,2023-09-29,0,1,3.0312,1.7447,2.7043,1.5011,203.82,2.9425,69.608,15,,,,
2381,2023-09-29,0,1,2.2511,1.3248,0.7871,0.4707,44.22,3.015,66.631,10,"plastic bags did not have branch label, JPG File Name: B_2381_b(1or2or3)_y0_9.29.23.jpg",,,
2381,2023-09-29,0,2,2.3609,1.4239,0.7587,0.4429,50.25,1.9425,77.83,13,"plastic bags did not have branch label, JPG File Name: B_2381_b(1,2,3)_y0_9.29.23.jpg",,,
2345,2023-09-29,0,1,7.2564,4.2183,2.9624,1.619,152.83,2.54,175.331,45,,,,
2024,2023-09-29,0,1,1.8448,1.073,0.7091,0.442,58.95,2.56,61.726,9,,,,
2378,2023-09-29,0,3,14.6836,8.4956,18.7718,11.258,220,5.6175,116.607,76,,,,
0000,2023-09-29,0,1,18.87,10.0372,37.477,21.9604,530,7.4675,560.213,166,two bags with samples,,,
2023,2023-09-29,0,1,2.7556,1.7023,0.7361,0.4621,101,2.325,65.26,11,,,,
2365,2023-09-29,0,2,1.3038,0.7988,0.2908,0.1836,32.29,1.82,50.454,6,"plastic bags did not have branch label, JPG File Name: B_2365_b(1-2-3)_y0_9.29.23.jpg",,,
2352,2023-09-29,0,2,0.6744,0.425,0.0773,0.0509,21,1.1925,29.571,5,,,,
2022,2023-09-29,0,1,1.4976,1.0313,0.314,0.2092,31.74,1.7825,50.136,7,,,,
2352,2023-09-29,0,3,0.8714,0.657,0.1163,0.0878,22,1.5275,39.13,6,,,,
2365,2023-09-29,0,1,0.3676,0.24,0.0828,0.0501,18.24,0.7825,17.932,4,"plastic bags did not have branch label, JPG File Name: B_2365_b(1or2or3)_y0_9.29.23.jpg",,,
2022,2023-09-29,0,3,1.8592,1.0623,0.3625,0.2181,37.86,1.8625,53.934,5,,,,
2352,2023-09-29,0,1,1.3944,0.8654,0.2654,0.1711,31,1.9825,46.963,5,,,,
2090,2023-09-29,0,1,3.9084,2.2168,5.5488,3.1789,296,3.6875,123.668,24,,,,
2004,2023-09-29,0,3,2.6305,1.6692,1.9872,1.2433,122,3.1825,79.082,26,,,,
2005,2023-09-29,0,3,3.7933,2.2901,6.5088,3.9296,245,84.875,5.5575,11,,,,
2005,2023-09-29,0,1,6.9631,4.2286,6.747,4.1737,259,3.7775,175.296,23,,,,
2090,2023-09-29,0,3,3.4915,1.9232,6.0184,3.5118,294,4.8975,105.596,34,,,,
2086,2023-09-29,0,3,2.4602,1.532,2.3253,1.5291,80,4.045,74.967,9,,,,
1478,2023-09-29,0,1,3.8578,2.3447,7.9092,4.7431,179,4.8475,105.967,31,,,,
2086,2023-09-29,0,2,3.1448,1.8285,1.7996,1.1225,96,3.9775,89.904,11,,,,
2016,2023-09-29,0,2,2.4433,1.5097,0.5948,0.3655,69,2.4875,71.206,7,,,,
1478,2023-09-29,0,2,3.4644,2.0552,9.1147,5.5202,265,5.585,90.326,18,,,,
2006,2023-09-29,0,1,3.1155,1.9376,11.796,7.1763,298,5.7425,78.294,12,,,,
1478,2023-09-29,0,3,3.0079,1.7752,10.2257,6.1748,316,5.6425,74.722,16,,,,
2007,2023-09-29,0,1,4.103,2.5846,4.0056,2.5698,217,4.035,112.559,21,,,,
2090,2023-09-29,0,2,5.3858,3.0273,7.3661,4.3418,301,5.3325,157.397,32,,,,
2008,2023-09-29,0,1,1.5794,0.9753,2.2513,1.3505,248,3.2975,50.522,23,,,,
2008,2023-09-29,0,3,1.8802,1.1128,3.27,1.9067,317,3.5075,52.465,25,,,,
2007,2023-09-29,0,2,1.0141,0.6553,2.816,1.7581,238,3.5675,28.936,13,,,,
2005,2023-09-29,0,2,1.1778,0.7418,0.2294,0.1413,24,2.0175,38.6,7,,,,
2008,2023-09-29,0,2,1.4786,0.9261,0.2016,0.1194,26,2.1,51.483,8,,,,
2004,2023-09-29,0,2,2.1459,1.3133,1.1423,0.7059,80,2.9625,58.39,15,,,,
2006,2023-09-29,0,3,2.035,1.1713,0.4108,0.2442,27,2.7575,63.285,12,,,,
2004,2023-09-29,0,1,2.029,1.3221,1.2235,0.7654,92,2.625,61.942,16,,,,
2006,2023-09-29,0,2,2.6097,1.4777,1.1478,0.7001,59,3.7375,81.238,12,,,,
2016,2023-09-29,0,1,0.8283,0.54,0.2016,0.1241,27,1.8525,27.074,7,,,,
2016,2023-09-29,0,3,0.6362,0.399,0.2476,0.1374,35,1.485,17.526,5,,,,
2007,2023-09-29,0,3,1.9921,1.2596,0.864,0.5465,92,2.3225,60.328,15,,,,
2086,2023-09-29,0,1,1.9799,1.207,1.0147,0.6962,50.1,2.695,64.553,8,,,,
2030,2023-09-29,0,1,3.8414,2.2845,0.3343,0.2,58,2.0875,92.245,10,,,,
2371,2023-09-29,0,3,1.6846,1.099,0.9009,0.5974,60,3.6575,67.559,10,,,,
2030,2023-09-29,0,2,3.6301,2.0806,0.3253,0.1883,41,2.325,103.218,10,,,,
2369,2023-09-29,0,2,2.334,1.3511,0.7275,0.4526,52,2.5175,82.578,11,,,,
2029,2023-09-29,0,2,0.9795,0.8159,0.0691,0.0491,10,1.7425,40.296,6,,,,
2354,2023-09-29,0,3,0.6302,0.4421,0.0852,0.0625,17,1.515,25.67,4,,,,
2369,2023-09-29,0,3,0.5986,0.3707,0.1784,0.1256,21,1.255,27.27,5,,,,
2369,2023-09-29,0,1,0.5758,0.5178,0.1772,0.1477,22,1.4925,33.82,7,,,,
2371,2023-09-29,0,2,1.4949,0.8816,0.6004,0.4111,33,2.2975,49.851,7,,,,
2029,2023-09-29,0,3,3.0591,1.7793,0.4169,0.2367,62,2.5425,91.028,12,,,,
2028,2023-09-29,0,1,0.4397,0.292,0.0803,0.0597,12,1.1,15.479,4,,,,
2030,2023-09-29,0,3,2.0362,1.3511,0.256,0.1714,42,1.87,57.434,15,,,,
2360,2023-09-29,0,1,1.555,0.9222,0.6196,0.4103,37,2.8675,52.323,5,,,,
2028,2023-09-29,0,3,0.9545,0.5967,1.4102,0.9208,158,2.62,30.394,10,,,,
2360,2023-09-29,0,3,1.0623,0.7364,0.1586,0.1195,22,1.435,51.721,6,,,,
2024,2023-09-29,0,2,0.7277,0.5904,0.3128,0.2346,33,2.255,37.684,7,,,,
2347,2023-09-29,0,3,0.7861,0.6004,0.1817,0.1356,17,1.505,32.492,3,,,,
2360,2023-09-29,0,2,1.972,1.1661,1.3527,0.8835,59,2.985,62.09,11,,,,
2025,2023-09-29,0,1,1.4191,0.8936,0.5588,0.3609,79,2.2375,49.385,11,,,,
2371,2023-09-29,0,1,3.6875,2.1061,2.8133,1.4947,120,3.75,112.315,18,,,,
2029,2023-09-29,0,1,4.6841,2.7207,0.9105,0.5399,128,2.6175,130.234,15,,,,
2021,2023-09-29,0,1,2.4471,1.3543,1.8411,1.0949,125,3.865,76.194,14,,,,
2093,2023-09-29,0,1,3.6732,2.2181,1.0023,0.5733,106,2.79,83.315,13,,,,
2088,2023-09-29,0,1,0.9990,0.6592,0.6915,0.3948,51,2.885,35.009,10,,,,
2093,2023-09-29,0,3,4.0509,0.5079,0.9293,2.3,75,2.6,104.66,13,weird numbers for wet and dry stem mass,,,
2087,2023-09-29,0,1,7.0271,3.8438,15.22,8.1828,473,5.995,203.439,50,,,,
2015,2023-09-29,0,1,8.7902,4.5978,21.6829,11.0032,447,7.76,241.615,46,,,,
2015,2023-09-29,0,3,3.2163,1.7324,3.0674,1.5808,147,4.49,89.174,13,,,,
2085,2023-09-29,0,3,4.3314,2.7347,10.6655,5.3873,250,4.6225,94.545,15,,,,
2087,2023-09-29,0,2,4.8090,2.5618,9.0259,4.5486,347,4.715,132.690,46,,,,
2088,2023-09-29,0,3,3.8241,2.0473,3.9377,2.0346,237,4.01,120.779,31,,,,
2087,2023-09-29,0,3,2.8096,1.6422,4.5983,2.426,147.56,4.5125,86.803,24,,,,
2012,2023-09-29,0,2,4.5111,2.5048,5.0642,2.9986,282.43,2.9,128.495,34,,,,
2012,2023-09-29,0,3,0.4482,0.2819,0.057,0.0359,12.7,1.2525,16.991,5,,,,
2012,2023-09-29,0,1,1.707,1.0194,1.0016,0.568,99.34,2.615,53.588,19,,,,
2091,2023-09-29,0,2,2.842,1.6552,5.0358,2.7093,241,4.44,57.646,18,,,,
2089,2023-09-29,0,1,2.4,1.4124,0.5576,0.3326,83.22,1.9675,88.119,11,,,,
2089,2023-09-29,0,3,2.513,1.437,0.5204,0.35051,72.21,2.51,85.992,11,,,,
2091,2023-09-29,0,1,2.5308,1.3696,2.8011,1.5115,218,3.4975,52.097,14,,,,
2048,2023-07-10,0,1,1.7564,1.0199,1.2686,0.7727,100,2.57,72.51,10,,,,
2354,2023-09-29,0,2,1.483,0.8553,0.1837,0.1142,29,1.785,52.961,5,,,,
2021,2023-09-29,0,3,0.7889,0.6141,0.3752,0.2624,40,2.4075,30.122,9,,,,
2367,2023-09-29,0,1,1.3164,0.7806,0.2548,0.1716,49,1.4125,56.199,6,,,,
2367,2023-09-29,0,2,1.4299,0.8452,0.2743,0.1801,39,1.635,48.546,6,,,,
2027,2023-09-29,0,1,0.9725,0.6444,0.7688,0.4891,59,2.615,36.711,6,,,,
2354,2023-09-29,0,1,1.0449,0.6494,0.1942,0.1171,60,1.3925,36.173,9,,,,
2367,2023-09-29,0,3,0.5815,0.5282,0.1052,0.0877,30,1.2925,37.328,6,,,,
2027,2023-09-29,0,3,0.8972,0.7659,0.8931,0.6324,73,2.295,43.009,8,,,,
2085,2023-09-29,0,1,3.8414,2.2437,4.4516,2.4589,254,3.505,99.107,15,,,,
2383,2023-09-29,0,2,1.1124,0.7198,0.8887,0.5751,62,2.8225,33.105,8,,,,
2383,2023-09-29,0,1,0.8165,0.7005,0.2438,0.1806,21,2.57,37.153,7,,,,
2021,2023-09-29,0,2,1.1697,0.707,0.6593,0.4025,60,2.6775,34.07,10,,,,
2027,2023-09-29,0,2,0.7393,0.5011,0.5664,0.3319,44,2.8425,27.903,7,,,,
2092,2023-09-29,0,1,3.5685,1.8514,0.4261,0.2279,57,2.2325,111.629,10,,,,
2383,2023-09-29,0,3,1.1429,0.6791,0.3874,0.2569,38,2.715,37.802,7,,,,
2088,2023-09-29,0,2,1.0987,0.581,0.6656,0.3299,71,2.9575,34.094,6, ,,,
2093,2023-09-29,0,2,3.6201,2.0548,0.5753,0.316,42,2.58,93.793,16,,,,
2085,2023-09-29,0,2,1.5558,0.9098,2.0571,1.158,60,3.815,49.743,8,,,,
2092,2023-09-29,0,2,3.5714,1.8688,0.2649,0.1399,33,2.2975,109.403,10,,,,
2091,2023-09-29,0,3,3.2264,1.7678,0.603,0.3202,46,2.7225,78.532,9,,,,
2092,2023-09-29,0,3,3.8126,2.0309,0.5847,0.3147,74,2.12,123.631,12,,,,
2015,2023-09-29,0,2,2.5187,1.3596,2.8662,1.5482,206,3.375,78.809,14,,,,
2044,2023-10-07,0,2,1.725,0.9866,0.3421,0.1999,41.2,1.6,58.988,12,,,,
2048,2023-10-07,0,2,2.1025,1.1054,0.8648,0.5048,56.5,2.5975,79.813,10,,,,
2049,2023-10-07,0,2,1.3742,0.7326,0.2605,0.1496,33.8,1.915,55.772,7,,,,
2049,2023-10-07,0,3,1.6733,0.8652,0.2455,0.1434,23.4,1.755,66.953,7,,,,
2049,2023-10-07,0,1,1.3815,0.7863,0.2874,0.1702,35,2.145,60.043,6,,,,
2044,2023-10-07,0,3,1.9041,1.1053,0.4548,0.2648,56.1,1.7375,83.241,13,,,,
2044,2023-10-07,0,1,1.2459,0.7779,0.2978,0.1811,50,1.4125,47.044,8,,,,
2041,2023-10-07,0,3,1.1972,0.6974,0.6774,0.4065,50.8,2.975,45.963,11,,,,
2041,2023-10-07,0,2,1.906,1.0268,0.8129,0.4742,61,2.6875,63.046,13,,,,
2046,2023-10-07,0,3,1.2561,0.7029,0.1373,0.0806,22.5,1.9525,46.644,6,,,,
2046,2023-10-07,0,2,1.6097,0.9604,0.3335,0.1962,29.9,2.115,61.72,7,,,,
2041,2023-10-07,0,1,1.0652,0.6505,0.4148,0.243,44.9,2.53,43.896,10,,,,
2380,2023-09-29,0,2,2.27,1.2428,0.4936,0.2656,47.81,1.6125,62.284,11,,,,
2380,2023-09-29,0,1,0.7721,0.4474,0.5847,0.301,70.79,2.17,21.678,11,,,,
2020,2023-09-29,0,1,2.456,1.4176,1.4393,0.8771,119.08,2.785,70.706,13,,,,
2380,2023-09-29,0,3,0.7442,0.5388,0.182,0.1172,35.84,1.47,30. 293,7,,,,
2046,2023-10-07,0,1,0.9562,0.547,0.1125,0.0658,16,1.425,37.869,7,,,,
2089,2023-09-29,0,2,2.066,1.1922,0.4281,0.2519,62.51,1.725,68.94,12,,,,
2020,2023-09-29,0,3,2.1464,1.278,2.5396,1.4648,155.53,3.0625,61.366,11,,,,
2048,2023-10-07,0,3,2.472,1.3623,1.2179,0.7243,64.3,3.345,83.241,11,,,,
2301,2023-09-29,0,1,1.517,0.934,0.1408,0.0846,20,1.5375,43.219,6,,,,
2301,2023-09-29,0,2,1.698,1.0025,0.1522,0.0929,24,1.7,47.791,7,,,,
2347,2023-09-29,0,1,0.9213,0.5806,0.2013,0.1363,15,1.315,34.29,4,,,,
2020,2023-09-29,0,3,0.4162,0.3185,0.1015,0.0721,13,1.75,21.682,5,"leaves brown, very dry",,,
2011,2023-09-29,0,1,0.4749,0.4079,1.137,0.832,80,2.2375,18.855,9,,,,
2011,2023-09-29,0,3,0.6298,0.3938,1.1861,0.7417,69,2.24,19.298,8,,,,
2370,2023-09-29,0,3,0.7662,0.6344,0.1065,0.0848,17,1.24,34.94,5,,,,
2382,2023-09-29,0,1,1.1311,0.7364,1.19,0.7699,80,2.4825,39.379,13,,,,
2382,2023-09-29,0,2,1.7157,1.0713,1.0409,0.6925,95,2.31,52.337,10,,,,
2382,2023-09-29,0,3,0.8846,0.7302,0.5606,0.4119,71,1.925,36.24,6,,,,
2028,2023-09-29,0,2,0.8947,0.6877,0.2623,0.1982,23,1.9875,35.004,5,,,,
2377,2023-09-29,0,3,2.1907,1.5578,0.6017,0.4084,36,3.5525,76.125,6,,,,
2031,2023-09-29,0,1,2.2193,1.3185,0.8046,0.5131,58,2.8175,64.372,10,,,,
2020,2023-09-29,0,2,0.5869,0.5318,0.3975,0.3061,52,2.1125,25.683,5,,,,
2384,2023-09-29,0,1,2.0339,1.2138,0.9653,0.6113,77,2.795,65.049,11,,,,
2025,2023-09-29,0,3,1.5439,1.1383,0.4886,0.3333,73,2.1225,55.419,11,,,,
2377,2023-09-29,0,2,2.3417,1.3815,0.6957,0.4067,50,2.8925,50.309,7,,,,
2025,2023-09-29,0,2,1.7298,1.0702,0.9203,0.5782,83,2.91,53.595,10,,,,
2031,2023-09-29,0,3,1.6933,0.9836,0.7575,0.4741,46,3.0225,47.448,9,,,,
2347,2023-09-29,0,2,1.6936,0.9722,0.3335,0.2079,25,1.9875,55.334,6,,,,
2384,2023-09-29,0,2,0.5935,0.3599,0.0572,0.04,10,1.2575,18.232,4,,,,
2026,2023-09-29,0,1,0.7836,0.465,0.1205,0.0802,16,1.255,29.652,5,,,,
2026,2023-09-29,0,2,0.6874,0.5568,0.0871,0.0677,12,1.1925,37.885,7,,,,
2370,2023-09-29,0,1,0.9729,0.6285,0.2542,0.171,24,1.955,30.745,5,,,,
2370,2023-09-29,0,2,1.3798,0.816,0.3504,0.2214,37,1.8775,40.753,8,,,,
2301,2023-09-29,0,3,1.3079,0.8589,0.1433,0.0972,25,1.1575,42.809,7,,,,
2031,2023-09-29,0,2,0.6634,0.4581,0.7777,0.5201,61,3.05,22.138,5,,,,
2331,2023-09-29,0,3,1.2249,0.8286,0.5358,0.3485,104,1.855,25.968,14,,,,
2011,2023-09-29,0,2,2.4093,1.4876,3.0192,1.8228,122,2.915,68.577,15,,,,
2331,2023-09-29,0,1,1.2259,0.7291,0.5305,0.3116,115,1.745,20.996,12,,,,
2331,2023-09-29,0,2,2.0838,1.2252,1.1638,0.658,170,2.36,40.766,16,,,,
2384,2023-09-29,0,3,6.72,4.1741,4.8433,3.1397,178,4.4275,216.742,41,,,,
2379,2023-09-29,0,2,5.8654,3.4129,6.535,3.9515,264,3.9975,175.928,56,three branches off main branch,,,
2346,2023-09-29,0,3,2.8149,1.7646,2.4341,1.56,181,3.315,93.95,16,,,,
2376,2023-09-29,0,3,2.8691,1.742,0.4236,0.274,55,2.1875,93.581,12,,,,
2375,2023-09-29,0,2,8.4668,6.4039,26.3925,17.8569,932,6.6425,294.245,147,,,,
2379,2023-09-29,0,1,7.3714,4.719,10.0039,6.2627,410,5.11,214.535,54,,,,
2379,2023-09-29,0,3,5.419,3.0914,7.8277,4.6156,350,4.425,140.425,38,,,,
2343,2023-09-29,0,3,3.7279,2.5115,4.1553,2.6977,19.7,3.575,134.233,17,,,,
2009,2023-09-29,0,1,3.3238,1.9779,1.8172,1.1414,113,4.2575,112.963,10,,,,
2346,2023-09-29,0,1,5.7031,3.2717,7.3395,4.3684,329,3.9025,170.209,29,,,,
2346,2023-09-29,0,2,6.4157,4.1063,6.6491,4.386,349,4.3875,211.926,37,,,,
2375,2023-09-29,0,1,6.2544,3.9986,11.6713,7.4549,387,5.03,191.769,96,,,,
2378,2023-09-29,0,1,13.4036,10.1626,31.025,19.4919,337,7.425,489.119,118,so many branches off main branch,,,
2375,2023-09-29,0,3,7.1986,4.5822,9.8894,6.3826,283,4.705,223.279,115,,,,
2009,2023-09-29,0,3,7.8263,4.5616,15.5067,9.6803,511,6.2725,242.053,48,,,,
2376,2023-09-29,0,1,3.0901,1.8546,3.9317,2.3405,286,4.0875,114.225,15,,,,
2010,2023-09-29,0,1,4.2708,2.565,10.0583,6.5405,463,4.1125,133.836,33,,,,
2372,2023-09-29,0,3,6.8301,4.3389,12.3297,7.9422,388,4.3475,216.352,60,,,,
2010,2023-09-29,0,2,2.0347,1.2137,6.2265,4.0945,325,5.39,59.928,11,,,,
2343,2023-09-29,0,2,4.6152,2.8471,5.217,3.2335,225,3.6575,151.153,19,,,,
2376,2023-09-29,0,2,1.9144,1.2278,0.3608,0.2462,64,2.0825,72.865,7,,,,
2343,2023-09-29,0,1,3.1298,1.8214,1.2283,0.7376,64,2.71,107.807,9,,,,
2372,2023-09-29,0,2,3.9209,2.2595,4.4424,2.6664,235,3.1875,123.026,26,,,,
2372,2023-09-29,0,1,4.9154,2.9142,5.4963,3.4268,259,3.4275,144.862,38,,,,
2010,2023-09-29,0,3,4.1024,2.4409,11.1394,7.307,417,5.9575,125.027,22,,,,
2009,2023-09-29,0,2,9.0923,5.4791,19.9237,12.4387,677,6.4475,293.707,64,,,,