0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
100,d_19270801,0,0,0,0,0,0,0,0,0,0,0
100,d_19270901,0,0,0,0,0,0,0,0,0,0,0
0,d_19271001,0,0,0,0,0,0,100,98.4,0,0,0
100,d_19271101,0,0,0,0,0,0,0,0,0,0,0
43.2,d_19271201,0,0,0,0,0,0,56.9,2.8,0,0,0
84.5,d_19280101,15.5,0,0,0,0,0,0,0,0,0,0
100,d_19280201,0,0,0,0,0,0,0,0,0,0,0
66.5,d_19280301,33.5,0.2,0,0,0,0,0,0,0,0,0
40.5,d_19280401,59.5,1.5,0,0,0,0,0,0,0,0,0
55.6,d_19280501,44.4,0,0,0,0,0,0,0,0,0,0
60.7,d_19280601,39.3,0,0,0,0,0,0,0,0,0,0
0.3,d_19280701,99.7,79,0,0,0,0,0,0,0,0,0
4.5,d_19280801,95.5,21.1,0,0,0,0,0,0,0,0,0
0,d_19280901,100,16.4,0,0,0,0,0,0,0,0,0
100,d_19281001,0,0,0,0,0,0,0,0,0,0,0
100,d_19281101,0,0,0,0,0,0,0,0,0,0,0
100,d_19281201,0,0,0,0,0,0,0,0,0,0,0
100,d_19290101,0,0,0,0,0,0,0,0,0,0,0
24.3,d_19290201,75.7,10.4,0,0,0,0,0,0,0,0,0
0,d_19290301,100,27.1,0,0,0,0,0,0,0,0,0
5.5,d_19290401,94.5,22.3,0,0,0,0,0,0,0,0,0
0,d_19290501,100,58.4,0,0,0,0,0,0,0,0,0
0.3,d_19290601,99.8,37.8,0,0,0,0,0,0,0,0,0
8.1,d_19290701,91.9,16.1,0,0,0,0,0,0,0,0,0
4,d_19290801,96,69.5,0,0,0,0,0,0,0,0,0
0,d_19290901,100,73,0,0,0,0,0,0,0,0,0
2.2,d_19291001,97.8,69.8,0,0,0,0,0,0,0,0,0
0,d_19291101,100,98.8,57.9,1.6,0,0,0,0,0,0,0
0,d_19291201,100,100,100,99.6,86.6,0,0,0,0,0,0
1,d_19300101,98.9,76,6.7,0.4,0,0,0,0,0,0,0
0,d_19300201,100,100,25.1,10.3,0.1,0,0,0,0,0,0
0,d_19300301,99.9,70.3,5.3,0,0,0,0,0,0,0,0
0,d_19300401,99.9,80.5,12.2,0.2,0,0,0,0,0,0,0
0,d_19300501,100,59.7,1.6,0,0,0,0,0,0,0,0
0,d_19300601,100,49.4,0.3,0,0,0,0,0,0,0,0
2.5,d_19300701,97.5,26.9,0,0,0,0,0,0,0,0,0
75.8,d_19300801,24.2,1.6,0,0,0,0,0,0,0,0,0
100,d_19300901,0,0,0,0,0,0,0,0,0,0,0
98.8,d_19301001,1.2,0,0,0,0,0,0,0,0,0,0
96.3,d_19301101,0,0,0,0,0,0,3.7,0,0,0,0
0,d_19301201,100,56.7,0,0,0,0,0,0,0,0,0
100,d_19310101,0,0,0,0,0,0,0,0,0,0,0
67.5,d_19310201,32.5,0,0,0,0,0,0,0,0,0,0
0,d_19310301,100,71.3,0,0,0,0,0,0,0,0,0
0,d_19310401,100,61.4,0,0,0,0,0,0,0,0,0
20.5,d_19310501,79.5,39.5,0,0,0,0,0,0,0,0,0
21.8,d_19310601,78.1,38.2,0,0,0,0,0,0,0,0,0
35.4,d_19310701,64.5,18.2,0,0,0,0,0,0,0,0,0
30.9,d_19310801,69.1,19.8,0,0,0,0,0,0,0,0,0
100,d_19310901,0,0,0,0,0,0,0,0,0,0,0
50.7,d_19311001,49.3,16.2,0,0,0,0,0,0,0,0,0
99.8,d_19311101,0.2,0,0,0,0,0,0,0,0,0,0
0,d_19311201,0,0,0,0,0,0,100,100,100,97.8,2.9
0,d_19320101,0,0,0,0,0,0,99.9,99.9,53.6,5.2,0
0,d_19320201,0,0,0,0,0,0,100,100,31,0,0
0,d_19320301,0,0,0,0,0,0,100,43.8,0,0,0
0,d_19320401,0,0,0,0,0,0,100,5.7,0,0,0
0.8,d_19320501,0,0,0,0,0,0,99.2,0,0,0,0
0.6,d_19320601,0,0,0,0,0,0,99.4,0.3,0,0,0
0,d_19320701,0,0,0,0,0,0,100,27.6,0,0,0
3.9,d_19320801,0,0,0,0,0,0,96.1,0,0,0,0
100,d_19320901,0,0,0,0,0,0,0,0,0,0,0
75.7,d_19321001,24.3,0,0,0,0,0,0,0,0,0,0
0,d_19321101,100,100,100,100,100,0,0,0,0,0,0
0,d_19321201,100.1,100.1,89.3,21,0,0,0,0,0,0,0
99.2,d_19330101,0,0,0,0,0,0,0.8,0,0,0,0
86.7,d_19330201,13.3,0,0,0,0,0,0,0,0,0,0
0,d_19330301,100,54.6,0,0,0,0,0,0,0,0,0
0,d_19330401,100.1,85.2,1.1,0,0,0,0,0,0,0,0
0,d_19330501,100,80.2,5.7,0,0,0,0,0,0,0,0
0,d_19330601,100,73.4,1.3,0,0,0,0,0,0,0,0
0.1,d_19330701,99.9,38.4,0,0,0,0,0,0,0,0,0
61.3,d_19330801,38.7,6.4,0,0,0,0,0,0,0,0,0
98.5,d_19330901,1.5,0,0,0,0,0,0,0,0,0,0
0,d_19331001,100,100,100,92.9,0,0,0,0,0,0,0
0,d_19331101,100,100,99.5,93.4,0.2,0,0,0,0,0,0
98.2,d_19331201,0.5,0,0,0,0,0,1.2,0,0,0,0
69.8,d_19340101,30.2,0.5,0,0,0,0,0,0,0,0,0
66.3,d_19340201,33.7,9.5,0,0,0,0,0,0,0,0,0
6.1,d_19340301,93.9,78.2,11.8,1,0,0,0,0,0,0,0
2.2,d_19340401,97.9,88.2,26.6,7.3,0.1,0,0,0,0,0,0
0.4,d_19340501,99.5,92.9,35.5,10.7,0.4,0,0,0,0,0,0
1,d_19340601,99.1,89.5,24.6,7,0.1,0,0,0,0,0,0
0.7,d_19340701,99.2,89.9,24.1,7.7,0.2,0,0,0,0,0,0
8.2,d_19340801,91.8,45.2,6.3,0.6,0,0,0,0,0,0,0
0,d_19340901,100,100,14.4,2.3,0,0,0,0,0,0,0
57.3,d_19341001,42.7,0,0,0,0,0,0,0,0,0,0
100,d_19341101,0,0,0,0,0,0,0,0,0,0,0
25.8,d_19341201,0,0,0,0,0,0,74.2,10.6,0,0,0
0,d_19350101,0,0,0,0,0,0,100.1,81.1,0.8,0,0
48.6,d_19350201,0,0,0,0,0,0,51.4,18.6,0,0,0
56,d_19350301,0,0,0,0,0,0,44,11.6,0,0,0
0,d_19350401,0,0,0,0,0,0,100,21.5,0,0,0
0,d_19350501,0,0,0,0,0,0,100,15.9,0,0,0
0,d_19350601,0,0,0,0,0,0,100,18,0,0,0
53,d_19350701,0,0,0,0,0,0,47,0.1,0,0,0
99.5,d_19350801,0,0,0,0,0,0,0.5,0,0,0,0
97,d_19350901,0,0,0,0,0,0,3,0,0,0,0
100,d_19351001,0,0,0,0,0,0,0,0,0,0,0
73.1,d_19351101,0,0,0,0,0,0,26.9,0.4,0,0,0
98.7,d_19351201,1.3,0,0,0,0,0,0,0,0,0,0
0,d_19360101,99.9,99.9,0.2,0,0,0,0,0,0,0,0
100,d_19360201,0,0,0,0,0,0,0,0,0,0,0
100,d_19360301,0,0,0,0,0,0,0,0,0,0,0
100,d_19360401,0,0,0,0,0,0,0,0,0,0,0
99.8,d_19360501,0.2,0,0,0,0,0,0,0,0,0,0
100,d_19360601,0,0,0,0,0,0,0,0,0,0,0
100,d_19360701,0,0,0,0,0,0,0,0,0,0,0
100,d_19360801,0,0,0,0,0,0,0,0,0,0,0
100,d_19360901,0,0,0,0,0,0,0,0,0,0,0
0,d_19361001,0,0,0,0,0,0,100,100,0,0,0
96.3,d_19361101,3.7,0,0,0,0,0,0,0,0,0,0
0,d_19361201,0,0,0,0,0,0,100.1,97,12.1,0,0
0,d_19370101,0,0,0,0,0,0,100,74.4,2.5,0,0
0,d_19370201,0,0,0,0,0,0,100,100,0,0,0
0,d_19370301,0,0,0,0,0,0,100,100,23.8,0,0
0,d_19370401,0,0,0,0,0,0,100,100,0,0,0
0,d_19370501,0,0,0,0,0,0,100,100,0,0,0
0,d_19370601,0,0,0,0,0,0,100,100,0,0,0
0,d_19370701,0,0,0,0,0,0,100,34.7,0,0,0
0,d_19370801,0,0,0,0,0,0,100,100,0,0,0
31.6,d_19370901,0,0,0,0,0,0,68.4,2.5,0,0,0
21.7,d_19371001,0,0,0,0,0,0,78.4,6.7,0,0,0
100,d_19371101,0,0,0,0,0,0,0,0,0,0,0
2.4,d_19371201,97.6,63,0,0,0,0,0,0,0,0,0
78,d_19380101,22,0,0,0,0,0,0,0,0,0,0
59.5,d_19380201,0,0,0,0,0,0,40.5,1.9,0,0,0
0,d_19380301,0,0,0,0,0,0,100,100,0,0,0
0,d_19380401,0,0,0,0,0,0,100,100,0,0,0
0,d_19380501,0,0,0,0,0,0,100,100,0,0,0
0,d_19380601,0,0,0,0,0,0,100,100,0,0,0
0,d_19380701,0,0,0,0,0,0,100,100,0.6,0,0
0,d_19380801,0,0,0,0,0,0,100,100,35.2,0,0
0,d_19380901,0,0,0,0,0,0,100,100,9,0,0
0,d_19381001,0,0,0,0,0,0,100,100,100,0.1,0
0,d_19381101,0,0,0,0,0,0,100,66.1,8.7,0,0
98.6,d_19381201,0,0,0,0,0,0,1.4,0,0,0,0
99.8,d_19390101,0,0,0,0,0,0,0.2,0,0,0,0
100,d_19390201,0,0,0,0,0,0,0,0,0,0,0
100,d_19390301,0,0,0,0,0,0,0,0,0,0,0
99.1,d_19390401,0.9,0,0,0,0,0,0,0,0,0,0
92.7,d_19390501,7.3,0,0,0,0,0,0,0,0,0,0
72.3,d_19390601,27.7,0,0,0,0,0,0,0,0,0,0
94.6,d_19390701,5.4,0,0,0,0,0,0,0,0,0,0
100,d_19390801,0,0,0,0,0,0,0,0,0,0,0
100,d_19390901,0,0,0,0,0,0,0,0,0,0,0
92.6,d_19391001,7.4,0,0,0,0,0,0,0,0,0,0
79,d_19391101,21,2.5,0,0,0,0,0,0,0,0,0
1.7,d_19391201,98.4,73.1,8.6,0,0,0,0,0,0,0,0
100,d_19400101,0,0,0,0,0,0,0,0,0,0,0
100,d_19400201,0,0,0,0,0,0,0,0,0,0,0
100,d_19400301,0,0,0,0,0,0,0,0,0,0,0
100,d_19400401,0,0,0,0,0,0,0,0,0,0,0
100,d_19400501,0,0,0,0,0,0,0,0,0,0,0
100,d_19400601,0,0,0,0,0,0,0,0,0,0,0
100,d_19400701,0,0,0,0,0,0,0,0,0,0,0
100,d_19400801,0,0,0,0,0,0,0,0,0,0,0
100,d_19400901,0,0,0,0,0,0,0,0,0,0,0
100,d_19401001,0,0,0,0,0,0,0,0,0,0,0
14.7,d_19401101,85.3,60.8,0,0,0,0,0,0,0,0,0
0,d_19401201,0,0,0,0,0,0,99.9,99.2,6.2,0,0
0,d_19410101,0,0,0,0,0,0,99.9,99.9,34.6,3.1,0
0,d_19410201,0,0,0,0,0,0,100.1,100.1,100.1,95.3,1
0,d_19410301,0,0,0,0,0,0,100,100,100,100,98.2
0,d_19410401,0,0,0,0,0,0,100,100,100,100,100
0,d_19410501,0,0,0,0,0,0,100,100,100,100,100
0,d_19410601,0,0,0,0,0,0,100,100,100,100,100
0,d_19410701,0,0,0,0,0,0,100,100,100,100,100
0,d_19410801,0,0,0,0,0,0,100,100,100,100,100
0,d_19410901,0,0,0,0,0,0,100,100,100,100,80.4
0,d_19411001,0,0,0,0,0,0,100,100,100,100,100
0,d_19411101,0,0,0,0,0,0,100,100,100,100,91.4
0,d_19411201,0,0,0,0,0,0,100,100,95.1,66.7,3.7
49.4,d_19420101,0,0,0,0,0,0,50.5,14.3,0,0,0
77.8,d_19420201,22.2,0,0,0,0,0,0,0,0,0,0
64.2,d_19420301,35.8,7.6,0,0,0,0,0,0,0,0,0
99.8,d_19420401,0,0,0,0,0,0,0.2,0,0,0,0
90.8,d_19420501,9.2,0,0,0,0,0,0,0,0,0,0
94.9,d_19420601,5.1,0,0,0,0,0,0,0,0,0,0
88.8,d_19420701,11.2,0,0,0,0,0,0,0,0,0,0
84.3,d_19420801,0,0,0,0,0,0,15.7,0,0,0,0
33.9,d_19420901,66.1,5.1,0,0,0,0,0,0,0,0,0
100,d_19421001,0,0,0,0,0,0,0,0,0,0,0
100,d_19421101,0,0,0,0,0,0,0,0,0,0,0
94.3,d_19421201,0,0,0,0,0,0,5.7,0,0,0,0
0,d_19430101,0,0,0,0,0,0,100,92.7,0,0,0
6.7,d_19430201,0,0,0,0,0,0,93.3,57.9,0,0,0
7.4,d_19430301,0,0,0,0,0,0,92.7,44.9,0,0,0
20.7,d_19430401,0,0,0,0,0,0,79.3,41.2,0,0,0
29.2,d_19430501,0,0,0,0,0,0,70.8,34,0,0,0
28.5,d_19430601,0,0,0,0,0,0,71.5,36.2,0,0,0
29.2,d_19430701,0,0,0,0,0,0,70.7,34.2,0,0,0
12.1,d_19430801,0,0,0,0,0,0,87.9,51.1,0,0,0
0,d_19430901,0,0,0,0,0,0,100,65.3,0,0,0
100,d_19431001,0,0,0,0,0,0,0,0,0,0,0
68.8,d_19431101,31.2,0,0,0,0,0,0,0,0,0,0
94.1,d_19431201,0,0,0,0,0,0,5.9,0.2,0,0,0
99.9,d_19440101,0.1,0,0,0,0,0,0,0,0,0,0
8.9,d_19440201,0,0,0,0,0,0,91.1,0.7,0,0,0
98.8,d_19440301,0,0,0,0,0,0,1.2,0,0,0,0
98.8,d_19440401,0,0,0,0,0,0,1.2,0,0,0,0
99.4,d_19440501,0,0,0,0,0,0,0.6,0,0,0,0
99.4,d_19440601,0,0,0,0,0,0,0.6,0,0,0,0
99,d_19440701,0,0,0,0,0,0,1,0,0,0,0
42.2,d_19440801,0,0,0,0,0,0,57.8,0.4,0,0,0
100,d_19440901,0,0,0,0,0,0,0,0,0,0,0
30.6,d_19441001,0,0,0,0,0,0,69.4,0,0,0,0
100,d_19441101,0,0,0,0,0,0,0,0,0,0,0
100,d_19441201,0,0,0,0,0,0,0,0,0,0,0
22.8,d_19450101,77.2,1.6,0,0,0,0,0,0,0,0,0
100,d_19450201,0,0,0,0,0,0,0,0,0,0,0
100,d_19450301,0,0,0,0,0,0,0,0,0,0,0
100,d_19450401,0,0,0,0,0,0,0,0,0,0,0
100,d_19450501,0,0,0,0,0,0,0,0,0,0,0
100,d_19450601,0,0,0,0,0,0,0,0,0,0,0
100,d_19450701,0,0,0,0,0,0,0,0,0,0,0
25.4,d_19450801,74.6,0,0,0,0,0,0,0,0,0,0
100,d_19450901,0,0,0,0,0,0,0,0,0,0,0
100,d_19451001,0,0,0,0,0,0,0,0,0,0,0
100,d_19451101,0,0,0,0,0,0,0,0,0,0,0
95.2,d_19451201,0,0,0,0,0,0,4.8,0,0,0,0
100,d_19460101,0,0,0,0,0,0,0,0,0,0,0
28.7,d_19460201,71.3,0,0,0,0,0,0,0,0,0,0
100,d_19460301,0,0,0,0,0,0,0,0,0,0,0
98.7,d_19460401,1.3,0,0,0,0,0,0,0,0,0,0
96,d_19460501,4,0,0,0,0,0,0,0,0,0,0
95.5,d_19460601,4.5,0,0,0,0,0,0,0,0,0,0
96.6,d_19460701,3.4,0,0,0,0,0,0,0,0,0,0
100,d_19460801,0,0,0,0,0,0,0,0,0,0,0
13.4,d_19460901,86.6,7.1,0,0,0,0,0,0,0,0,0
100,d_19461001,0,0,0,0,0,0,0,0,0,0,0
0,d_19461101,0,0,0,0,0,0,100,100,43.3,0,0
0,d_19461201,0,0,0,0,0,0,100,68.3,0,0,0
90,d_19470101,0,0,0,0,0,0,10,0,0,0,0
74.3,d_19470201,25.7,0,0,0,0,0,0,0,0,0,0
41.6,d_19470301,58.3,23.6,0,0,0,0,0,0,0,0,0
26.8,d_19470401,73.1,41.8,0,0,0,0,0,0,0,0,0
16.8,d_19470501,83.2,48.5,0,0,0,0,0,0,0,0,0
19.8,d_19470601,80.2,44.6,0,0,0,0,0,0,0,0,0
23.3,d_19470701,76.6,43.5,0,0,0,0,0,0,0,0,0
0,d_19470801,100,100,97.6,71.4,19.4,0,0,0,0,0,0
0,d_19470901,100.1,100.1,100.1,95.2,6.4,0,0,0,0,0,0
0,d_19471001,100.1,100.1,90.5,14.4,0,0,0,0,0,0,0
0,d_19471101,100,100,97.1,80,17.8,0,0,0,0,0,0
0,d_19471201,100,100,99.2,92.7,63.3,0,0,0,0,0,0
0,d_19480101,100,100,100,100,99.7,0,0,0,0,0,0
0,d_19480201,100,100,100,100,99.1,0,0,0,0,0,0
0,d_19480301,100.1,100.1,99.9,80.5,0,0,0,0,0,0,0
0,d_19480401,100.1,100.1,81.7,0.1,0,0,0,0,0,0,0
0,d_19480501,99.9,99.9,80.6,1.4,0,0,0,0,0,0,0
0,d_19480601,100,100,74.4,0,0,0,0,0,0,0,0
0,d_19480701,100,100,58.3,0,0,0,0,0,0,0,0
0,d_19480801,100,89.2,0,0,0,0,0,0,0,0,0
19.8,d_19480901,80.2,0.2,0,0,0,0,0,0,0,0,0
100,d_19481001,0,0,0,0,0,0,0,0,0,0,0
100,d_19481101,0,0,0,0,0,0,0,0,0,0,0
100,d_19481201,0,0,0,0,0,0,0,0,0,0,0
33.4,d_19490101,66.7,25,0,0,0,0,0,0,0,0,0
0,d_19490201,100,100,0,0,0,0,0,0,0,0,0
10.2,d_19490301,89.8,53.2,0,0,0,0,0,0,0,0,0
0,d_19490401,100,65.9,15.7,0,0,0,0,0,0,0,0
0,d_19490501,99.9,57.4,2.3,0,0,0,0,0,0,0,0
1.7,d_19490601,98.4,53.5,0.3,0,0,0,0,0,0,0,0
23.8,d_19490701,76.3,45.4,0,0,0,0,0,0,0,0,0
55.7,d_19490801,44.4,2,0,0,0,0,0,0,0,0,0
38.9,d_19490901,61.1,18.3,0,0,0,0,0,0,0,0,0
68.8,d_19491001,31.2,9.5,0,0,0,0,0,0,0,0,0
87,d_19491101,13,3.6,0,0,0,0,0,0,0,0,0
94.3,d_19491201,5.7,0,0,0,0,0,0,0,0,0,0
100,d_19500101,0,0,0,0,0,0,0,0,0,0,0
85.1,d_19500201,14.9,0.4,0,0,0,0,0,0,0,0,0
40.4,d_19500301,59.6,6.1,0,0,0,0,0,0,0,0,0
27.1,d_19500401,72.8,5.3,0,0,0,0,0,0,0,0,0
10.9,d_19500501,89.1,18,0,0,0,0,0,0,0,0,0
17.4,d_19500601,82.6,14.2,0,0,0,0,0,0,0,0,0
50.9,d_19500701,49.1,0.5,0,0,0,0,0,0,0,0,0
50.6,d_19500801,49.4,0,0,0,0,0,0,0,0,0,0
19,d_19500901,81,0,0,0,0,0,0,0,0,0,0
23.8,d_19501001,76.2,0,0,0,0,0,0,0,0,0,0
68.3,d_19501101,31.7,0,0,0,0,0,0,0,0,0,0
23.8,d_19501201,76.2,6.6,0,0,0,0,0,0,0,0,0
44.4,d_19510101,55.6,0.5,0,0,0,0,0,0,0,0,0
7.6,d_19510201,92.5,57.6,0,0,0,0,0,0,0,0,0
0,d_19510301,100,96.1,12.7,0,0,0,0,0,0,0,0
0,d_19510401,100,77.2,1.9,0,0,0,0,0,0,0,0
0,d_19510501,100,93,7.1,0,0,0,0,0,0,0,0
0,d_19510601,100,90.6,8.6,0,0,0,0,0,0,0,0
0,d_19510701,99.9,99.7,16.1,0,0,0,0,0,0,0,0
0,d_19510801,100,99.7,19.3,0,0,0,0,0,0,0,0
0.6,d_19510901,99.4,21.8,0,0,0,0,0,0,0,0,0
5.9,d_19511001,94.1,35.9,0,0,0,0,0,0,0,0,0
65.5,d_19511101,34.5,10.4,0,0,0,0,0,0,0,0,0
13.8,d_19511201,0,0,0,0,0,0,86.2,11.3,0,0,0
0,d_19520101,0,0,0,0,0,0,99.9,99.9,54.7,31.8,0
2.7,d_19520201,0,0,0,0,0,0,97.3,51.3,4.3,0,0
0,d_19520301,0,0,0,0,0,0,100.1,100.1,58.8,5.9,0
0,d_19520401,0,0,0,0,0,0,100,100,49.6,4.3,0
0,d_19520501,0,0,0,0,0,0,100,100,44.5,2.3,0
0,d_19520601,0,0,0,0,0,0,100,100,47,2.5,0
0,d_19520701,0,0,0,0,0,0,100,100,51.7,10,0
0,d_19520801,0,0,0,0,0,0,100,100,54,0,0
0,d_19520901,0,0,0,0,0,0,100,90.7,25.1,0,0
96.9,d_19521001,0,0,0,0,0,0,3.1,0,0,0,0
0,d_19521101,0,0,0,0,0,0,99.9,99.9,91,20.1,0
0,d_19521201,0,0,0,0,0,0,99.9,99.9,28.3,1,0
25.5,d_19530101,0,0,0,0,0,0,74.5,10.6,0,0,0
96.6,d_19530201,0,0,0,0,0,0,3.4,0,0,0,0
70.9,d_19530301,29.1,0,0,0,0,0,0,0,0,0,0
73.2,d_19530401,26.8,0,0,0,0,0,0,0,0,0,0
62.8,d_19530501,37.1,0.9,0,0,0,0,0,0,0,0,0
67.1,d_19530601,32.9,0,0,0,0,0,0,0,0,0,0
84.4,d_19530701,15.6,0,0,0,0,0,0,0,0,0,0
14.1,d_19530801,85.9,38.7,0,0,0,0,0,0,0,0,0
0,d_19530901,100,100,97.6,44.2,0,0,0,0,0,0,0
0,d_19531001,100,100,100,76.2,0,0,0,0,0,0,0
37.8,d_19531101,62.2,0,0,0,0,0,0,0,0,0,0
25.2,d_19531201,74.8,0,0,0,0,0,0,0,0,0,0
100,d_19540101,0,0,0,0,0,0,0,0,0,0,0
100,d_19540201,0,0,0,0,0,0,0,0,0,0,0
100,d_19540301,0,0,0,0,0,0,0,0,0,0,0
100,d_19540401,0,0,0,0,0,0,0,0,0,0,0
100,d_19540501,0,0,0,0,0,0,0,0,0,0,0
100,d_19540601,0,0,0,0,0,0,0,0,0,0,0
100,d_19540701,0,0,0,0,0,0,0,0,0,0,0
100,d_19540801,0,0,0,0,0,0,0,0,0,0,0
100,d_19540901,0,0,0,0,0,0,0,0,0,0,0
89.2,d_19541001,10.8,1.2,0,0,0,0,0,0,0,0,0
92.9,d_19541101,7.1,1.9,0,0,0,0,0,0,0,0,0
28.5,d_19541201,71.5,14.6,2,0,0,0,0,0,0,0,0
100,d_19550101,0,0,0,0,0,0,0,0,0,0,0
100,d_19550201,0,0,0,0,0,0,0,0,0,0,0
39.9,d_19550301,60.1,0.2,0,0,0,0,0,0,0,0,0
98.7,d_19550401,1.3,0,0,0,0,0,0,0,0,0,0
100,d_19550501,0,0,0,0,0,0,0,0,0,0,0
100,d_19550601,0,0,0,0,0,0,0,0,0,0,0
100,d_19550701,0,0,0,0,0,0,0,0,0,0,0
100,d_19550801,0,0,0,0,0,0,0,0,0,0,0
100,d_19550901,0,0,0,0,0,0,0,0,0,0,0
65,d_19551001,34.9,11.9,0,0,0,0,0,0,0,0,0
83,d_19551101,17,10.1,0.2,0,0,0,0,0,0,0,0
12.9,d_19551201,0,0,0,0,0,0,87.2,79,51.7,28.2,0
17.8,d_19560101,0,0,0,0,0,0,82.1,62.8,0,0,0
77.9,d_19560201,1.8,0,0,0,0,0,20.2,0,0,0,0
74,d_19560301,26,8.6,0,0,0,0,0,0,0,0,0
88.1,d_19560401,11.9,1,0,0,0,0,0,0,0,0,0
89.8,d_19560501,10.2,0.4,0,0,0,0,0,0,0,0,0
90.7,d_19560601,9.3,0,0,0,0,0,0,0,0,0,0
96.4,d_19560701,3.6,0,0,0,0,0,0,0,0,0,0
99.5,d_19560801,0.5,0,0,0,0,0,0,0,0,0,0
89.9,d_19560901,10.1,0,0,0,0,0,0,0,0,0,0
16.7,d_19561001,83.3,13.6,0,0,0,0,0,0,0,0,0
6.8,d_19561101,93.3,30.7,0,0,0,0,0,0,0,0,0
47.9,d_19561201,52.1,2.5,0,0,0,0,0,0,0,0,0
76.2,d_19570101,23.8,0,0,0,0,0,0,0,0,0,0
30,d_19570201,70,15,0,0,0,0,0,0,0,0,0
10.2,d_19570301,89.8,64.9,0,0,0,0,0,0,0,0,0
19.4,d_19570401,80.6,37.6,0,0,0,0,0,0,0,0,0
34,d_19570501,66,19,0,0,0,0,0,0,0,0,0
40.8,d_19570601,59.2,8.6,0,0,0,0,0,0,0,0,0
47.3,d_19570701,52.7,12.1,0,0,0,0,0,0,0,0,0
89.7,d_19570801,10.3,0,0,0,0,0,0,0,0,0,0
100,d_19570901,0,0,0,0,0,0,0,0,0,0,0
98.9,d_19571001,0,0,0,0,0,0,1.1,0,0,0,0
98.3,d_19571101,0,0,0,0,0,0,1.7,0,0,0,0
6.5,d_19571201,0,0,0,0,0,0,93.6,35.8,0.5,0,0
94.1,d_19580101,0,0,0,0,0,0,5.9,0,0,0,0
3,d_19580201,0,0,0,0,0,0,97,24.1,0,0,0
0,d_19580301,0,0,0,0,0,0,100,100,0.8,0,0
0,d_19580401,0,0,0,0,0,0,100,100,100,17.9,0
0,d_19580501,0,0,0,0,0,0,100,100,100,41.3,0
0,d_19580601,0,0,0,0,0,0,100,100,100,44.2,0
0,d_19580701,0,0,0,0,0,0,100,100,100,28.9,0
0,d_19580801,0,0,0,0,0,0,100,100,100,75.1,0
0,d_19580901,0,0,0,0,0,0,100,100,100,21.8,0
0,d_19581001,0,0,0,0,0,0,100,100,100,100,5.3
0,d_19581101,0,0,0,0,0,0,99.9,99.9,99.9,64.3,12.1
78.1,d_19581201,0,0,0,0,0,0,21.8,8.6,0,0,0
11.7,d_19590101,88.3,76.9,4.8,0,0,0,0,0,0,0,0
76.7,d_19590201,23.3,0.2,0,0,0,0,0,0,0,0,0
0,d_19590301,100,54.2,0.2,0,0,0,0,0,0,0,0
0,d_19590401,100,61,2,0,0,0,0,0,0,0,0
0,d_19590501,100,85.6,19.1,0,0,0,0,0,0,0,0
0,d_19590601,100.1,99.3,33.6,1.6,0,0,0,0,0,0,0
0,d_19590701,100,79.2,18.6,0,0,0,0,0,0,0,0
12.3,d_19590801,87.6,49.6,1.1,0,0,0,0,0,0,0,0
92.9,d_19590901,7.1,0.7,0,0,0,0,0,0,0,0,0
