0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
65.4,d_19591001,34.7,5.2,0.1,0,0,0,0,0,0,0,0
0,d_19591101,100,100,100,100,100,0,0,0,0,0,0
0,d_19591201,100,100,99.7,73.7,46.5,0,0,0,0,0,0
0,d_19600101,100,43.5,6,0,0,0,0,0,0,0,0
46.2,d_19600201,53.8,24.1,0,0,0,0,0,0,0,0,0
8.8,d_19600301,91.2,61.8,3.8,0,0,0,0,0,0,0,0
33.3,d_19600401,66.7,39.2,0.5,0,0,0,0,0,0,0,0
24.2,d_19600501,75.7,48,6,0,0,0,0,0,0,0,0
21.9,d_19600601,78,47.9,3.8,0,0,0,0,0,0,0,0
33.8,d_19600701,66.1,38.4,0,0,0,0,0,0,0,0,0
62,d_19600801,38,6.8,0,0,0,0,0,0,0,0,0
96.2,d_19600901,3.6,0,0,0,0,0,0.2,0,0,0,0
63.9,d_19601001,34.6,2.7,0,0,0,0,1.5,0,0,0,0
31.8,d_19601101,0,0,0,0,0,0,68.2,4.8,0,0,0
8.2,d_19601201,0,0,0,0,0,0,91.8,8.3,0,0,0
100,d_19610101,0,0,0,0,0,0,0,0,0,0,0
12.6,d_19610201,87.4,19.4,0,0,0,0,0,0,0,0,0
0,d_19610301,100,83.8,0,0,0,0,0,0,0,0,0
0,d_19610401,100,96.7,8.3,0,0,0,0,0,0,0,0
0,d_19610501,100,100,35.6,0,0,0,0,0,0,0,0
0,d_19610601,100,100,23.8,0,0,0,0,0,0,0,0
0,d_19610701,100.1,95.5,31.6,0,0,0,0,0,0,0,0
0,d_19610801,100,100,100,100,99.4,0,0,0,0,0,0
0,d_19610901,100.1,100.1,100.1,86.7,0.3,0,0,0,0,0,0
0,d_19611001,100,100,100,98.1,83.1,0,0,0,0,0,0
18,d_19611101,82,23,0,0,0,0,0,0,0,0,0
93,d_19611201,7,0,0,0,0,0,0,0,0,0,0
100,d_19620101,0,0,0,0,0,0,0,0,0,0,0
0,d_19620201,0,0,0,0,0,0,100,100,94.1,28.2,1.7
0,d_19620301,0,0,0,0,0,0,100,100,35.2,10.2,0
0,d_19620401,0,0,0,0,0,0,100,96.8,13.9,0,0
0,d_19620501,0,0,0,0,0,0,100,92.7,12.6,0,0
0,d_19620601,0,0,0,0,0,0,100,93.3,13.2,0,0
0,d_19620701,0,0,0,0,0,0,100,100,21.2,1.6,0
0,d_19620801,0,0,0,0,0,0,100,78.8,10.3,0,0
0,d_19620901,0,0,0,0,0,0,100,90,13,0,0
0,d_19621001,0,0,0,0,0,0,100,100,48.9,13.4,0
0,d_19621101,100,99.8,87.9,57.2,9.2,0,0,0,0,0,0
0,d_19621201,100,100,100,97.7,89.3,0,0,0,0,0,0
0,d_19630101,100,100,95.5,85.6,41,0,0,0,0,0,0
4.3,d_19630201,95.7,72.8,5.2,0.3,0,0,0,0,0,0,0
19.7,d_19630301,80.2,31.2,0.3,0,0,0,0,0,0,0,0
62.8,d_19630401,37.3,6.9,0,0,0,0,0,0,0,0,0
60.5,d_19630501,39.5,11.6,0,0,0,0,0,0,0,0,0
67.5,d_19630601,32.5,3.9,0,0,0,0,0,0,0,0,0
73.2,d_19630701,26.8,0.1,0,0,0,0,0,0,0,0,0
99.4,d_19630801,0,0,0,0,0,0,0.6,0,0,0,0
60.8,d_19630901,0,0,0,0,0,0,39.2,0.6,0,0,0
0.3,d_19631001,0,0,0,0,0,0,99.7,81.3,0,0,0
0,d_19631101,0,0,0,0,0,0,100,100,43.3,1.8,0
10.3,d_19631201,0,0,0,0,0,0,89.7,8.5,0.4,0,0
98.6,d_19640101,0,0,0,0,0,0,1.4,0,0,0,0
5.9,d_19640201,94,72,0,0,0,0,0,0,0,0,0
1.4,d_19640301,98.6,85.8,0,0,0,0,0,0,0,0,0
0.4,d_19640401,99.6,76.8,0,0,0,0,0,0,0,0,0
0,d_19640501,100,91.4,0,0,0,0,0,0,0,0,0
0,d_19640601,100,99.4,0,0,0,0,0,0,0,0,0
0,d_19640701,100,99.8,13.8,0,0,0,0,0,0,0,0
0,d_19640801,100,100,96.6,19.8,0,0,0,0,0,0,0
0,d_19640901,100,86.4,0,0,0,0,0,0,0,0,0
31.1,d_19641001,68.9,4.5,0,0,0,0,0,0,0,0,0
54.8,d_19641101,0,0,0,0,0,0,45.2,2.7,0,0,0
9.2,d_19641201,0,0,0,0,0,0,90.8,57.9,0,0,0
98.3,d_19650101,0,0,0,0,0,0,1.7,0,0,0,0
50.8,d_19650201,49.2,0,0,0,0,0,0,0,0,0,0
24.9,d_19650301,75.1,1.3,0,0,0,0,0,0,0,0,0
100,d_19650401,0,0,0,0,0,0,0,0,0,0,0
100,d_19650501,0,0,0,0,0,0,0,0,0,0,0
100,d_19650601,0,0,0,0,0,0,0,0,0,0,0
100,d_19650701,0,0,0,0,0,0,0,0,0,0,0
80,d_19650801,20,0,0,0,0,0,0,0,0,0,0
86.3,d_19650901,13.7,0,0,0,0,0,0,0,0,0,0
100,d_19651001,0,0,0,0,0,0,0,0,0,0,0
0,d_19651101,0,0,0,0,0,0,99.9,99.9,97.6,76.1,6.5
0,d_19651201,0,0,0,0,0,0,100,100,100,100,82.1
0.8,d_19660101,0,0,0,0,0,0,99.2,81.4,0,0,0
60.1,d_19660201,0,0,0,0,0,0,40,14.1,0,0,0
89.6,d_19660301,0,0,0,0,0,0,10.4,0,0,0,0
94.8,d_19660401,5.2,0,0,0,0,0,0,0,0,0,0
87.5,d_19660501,12.5,0,0,0,0,0,0,0,0,0,0
89.5,d_19660601,10.5,0,0,0,0,0,0,0,0,0,0
97.8,d_19660701,2.2,0,0,0,0,0,0,0,0,0,0
0.3,d_19660801,99.7,85.6,20.6,0,0,0,0,0,0,0,0
0,d_19660901,100,100,86.2,72.9,0,0,0,0,0,0,0
0,d_19661001,100,100,93.6,86.6,72.8,0,0,0,0,0,0
13.1,d_19661101,86.9,60.8,3.2,0,0,0,0,0,0,0,0
46.4,d_19661201,0,0,0,0,0,0,53.7,33.7,5.3,0,0
1.4,d_19670101,0,0,0,0,0,0,98.6,53,8,0,0
73.9,d_19670201,0,0,0,0,0,0,26,3.5,0,0,0
72.5,d_19670301,0.7,0,0,0,0,0,26.8,4.3,0,0,0
4.8,d_19670401,0,0,0,0,0,0,95.3,43.7,0.3,0,0
5.8,d_19670501,0,0,0,0,0,0,94.2,39.2,0,0,0
6.1,d_19670601,0,0,0,0,0,0,94,40.7,0,0,0
3.9,d_19670701,0,0,0,0,0,0,96.1,59.9,1.6,0,0
10.8,d_19670801,0,0,0,0,0,0,89.2,24.5,0,0,0
54.2,d_19670901,0,0,0,0,0,0,45.8,0,0,0,0
98.7,d_19671001,0,0,0,0,0,0,1.3,0,0,0,0
0,d_19671101,0,0,0,0,0,0,100,100,66.4,30.3,0
0,d_19671201,0,0,0,0,0,0,100.1,100.1,24.3,11.3,0
66.8,d_19680101,33.2,0,0,0,0,0,0,0,0,0,0
18.7,d_19680201,81.3,48.3,0,0,0,0,0,0,0,0,0
20.8,d_19680301,79.2,37.5,0,0,0,0,0,0,0,0,0
18.7,d_19680401,81.3,33.7,0,0,0,0,0,0,0,0,0
10.5,d_19680501,89.4,51.7,0,0,0,0,0,0,0,0,0
8.3,d_19680601,91.7,58.2,0,0,0,0,0,0,0,0,0
16.9,d_19680701,83.1,29.5,0,0,0,0,0,0,0,0,0
0,d_19680801,100,99.8,12.3,0,0,0,0,0,0,0,0
0,d_19680901,100,70.7,0,0,0,0,0,0,0,0,0
94.7,d_19681001,5.3,0,0,0,0,0,0,0,0,0,0
99.2,d_19681101,0,0,0,0,0,0,0.8,0,0,0,0
88.9,d_19681201,10.1,0,0,0,0,0,1,0,0,0,0
0,d_19690101,0,0,0,0,0,0,100,100,95.3,52.6,4.4
0,d_19690201,0,0,0,0,0,0,100,100,100,99.6,92.6
0,d_19690301,0,0,0,0,0,0,100,100,99.6,95.2,30.5
0,d_19690401,0,0,0,0,0,0,100,100,99.6,96,36.1
0,d_19690501,0,0,0,0,0,0,100,100,99.6,95.9,35.1
0,d_19690601,0,0,0,0,0,0,100,100,99.6,96,35.8
0,d_19690701,0,0,0,0,0,0,100,100,99.6,72.7,28.1
0,d_19690801,0,0,0,0,0,0,99.9,99.9,99.5,73.2,26.6
0,d_19690901,0,0,0,0,0,0,100,100,99.8,84.5,28.9
0.6,d_19691001,0,0,0,0,0,0,99.4,93.7,0.7,0,0
66.1,d_19691101,33.9,0,0,0,0,0,0,0,0,0,0
46.2,d_19691201,53.8,0,0,0,0,0,0,0,0,0,0
1.1,d_19700101,98.8,34.9,1.8,0,0,0,0,0,0,0,0
5.1,d_19700201,94.8,34.1,0,0,0,0,0,0,0,0,0
22.7,d_19700301,77.3,11.8,0,0,0,0,0,0,0,0,0
0,d_19700401,100,63.3,0,0,0,0,0,0,0,0,0
0,d_19700501,99.9,77.2,3.1,0,0,0,0,0,0,0,0
0,d_19700601,100,74.9,0.8,0,0,0,0,0,0,0,0
0.2,d_19700701,99.7,66,0,0,0,0,0,0,0,0,0
0,d_19700801,100,61.1,0,0,0,0,0,0,0,0,0
82.1,d_19700901,17.9,1.4,0,0,0,0,0,0,0,0,0
42.2,d_19701001,57.8,3.2,0,0,0,0,0,0,0,0,0
61.4,d_19701101,0,0,0,0,0,0,38.6,21.6,0,0,0
5.3,d_19701201,0,0,0,0,0,0,94.6,47.4,11.7,0,0
73.6,d_19710101,0,0,0,0,0,0,26.4,4.7,0,0,0
99.8,d_19710201,0,0,0,0,0,0,0.2,0,0,0,0
44.1,d_19710301,55.9,10.6,0,0,0,0,0,0,0,0,0
39.6,d_19710401,60.4,10.2,0,0,0,0,0,0,0,0,0
53.4,d_19710501,46.6,0,0,0,0,0,0,0,0,0,0
57.7,d_19710601,42.3,0,0,0,0,0,0,0,0,0,0
80.5,d_19710701,19.5,0,0,0,0,0,0,0,0,0,0
0,d_19710801,100,86.7,0,0,0,0,0,0,0,0,0
0,d_19710901,100,100,88.4,0,0,0,0,0,0,0,0
0,d_19711001,100,99.9,9.4,0,0,0,0,0,0,0,0
0,d_19711101,100,96.2,6.6,0,0,0,0,0,0,0,0
3.5,d_19711201,0,0,0,0,0,0,96.5,64.5,0,0,0
100,d_19720101,0,0,0,0,0,0,0,0,0,0,0
15.6,d_19720201,84.4,37.2,0,0,0,0,0,0,0,0,0
0,d_19720301,100,98.8,42.6,15.1,0,0,0,0,0,0,0
0,d_19720401,100,100,63.1,25.1,0,0,0,0,0,0,0
0,d_19720501,100,100,76.1,41.4,2.9,0,0,0,0,0,0
0,d_19720601,100,100,72.4,38.3,1.1,0,0,0,0,0,0
0,d_19720701,100,100,67,28.2,0,0,0,0,0,0,0
0,d_19720801,100,98.8,36.7,12.5,0,0,0,0,0,0,0
0,d_19720901,100,100,100,100,100,0,0,0,0,0,0
0,d_19721001,100,100,100,100,98,0,0,0,0,0,0
89.9,d_19721101,10.2,4,0,0,0,0,0,0,0,0,0
87.8,d_19721201,0,0,0,0,0,0,12.2,0,0,0,0
9.1,d_19730101,0,0,0,0,0,0,91,64.1,1,0,0
1,d_19730201,0,0,0,0,0,0,99,92.3,79.7,15.6,0
0,d_19730301,0,0,0,0,0,0,100,94.3,65.9,6.4,0
2.6,d_19730401,0,0,0,0,0,0,97.3,87.8,18.6,0,0
3.3,d_19730501,0,0,0,0,0,0,96.6,86.4,15.2,0,0
3.1,d_19730601,0,0,0,0,0,0,96.9,86.7,17.1,0,0
2.2,d_19730701,0,0,0,0,0,0,97.8,87.5,23.2,0,0
16.1,d_19730801,0,0,0,0,0,0,83.9,39.4,0,0,0
6.1,d_19730901,0,0,0,0,0,0,93.9,80.7,0,0,0
11.9,d_19731001,0,0,0,0,0,0,88.1,62.7,0,0,0
98.3,d_19731101,0,0,0,0,0,0,1.7,0,0,0,0
71.2,d_19731201,28.8,2.9,0,0,0,0,0,0,0,0,0
7.1,d_19740101,0,0,0,0,0,0,92.9,27.7,0,0,0
100,d_19740201,0,0,0,0,0,0,0,0,0,0,0
80.3,d_19740301,0,0,0,0,0,0,19.8,1.3,0,0,0
82.6,d_19740401,0,0,0,0,0,0,17.4,0.8,0,0,0
86.4,d_19740501,0,0,0,0,0,0,13.6,0,0,0,0
85.9,d_19740601,0,0,0,0,0,0,14.1,0,0,0,0
84.6,d_19740701,0,0,0,0,0,0,15.3,0,0,0,0
96.8,d_19740801,0,0,0,0,0,0,3.2,0,0,0,0
99.3,d_19740901,0,0,0,0,0,0,0.7,0,0,0,0
59.7,d_19741001,40.3,0.5,0,0,0,0,0,0,0,0,0
84,d_19741101,4.2,0,0,0,0,0,11.8,0,0,0,0
44.3,d_19741201,0,0,0,0,0,0,55.7,0,0,0,0
92.2,d_19750101,7.8,0,0,0,0,0,0,0,0,0,0
99.8,d_19750201,0.2,0,0,0,0,0,0,0,0,0,0
83.3,d_19750301,0,0,0,0,0,0,16.7,0,0,0,0
90.4,d_19750401,0.2,0,0,0,0,0,9.4,0,0,0,0
90.9,d_19750501,5.2,0,0,0,0,0,3.9,0,0,0,0
92,d_19750601,3.3,0,0,0,0,0,4.7,0,0,0,0
87.9,d_19750701,11,2.4,0,0,0,0,1.1,0,0,0,0
71.7,d_19750801,3.7,0,0,0,0,0,24.7,0,0,0,0
87.4,d_19750901,12.6,0.2,0,0,0,0,0,0,0,0,0
37.8,d_19751001,0,0,0,0,0,0,62.2,0,0,0,0
91.2,d_19751101,7.8,1.4,0,0,0,0,0.9,0,0,0,0
0,d_19751201,100,99.9,95,67.1,2.7,0,0,0,0,0,0
0,d_19760101,100,100,100,100,99.4,0,0,0,0,0,0
0,d_19760201,100,85.4,0.4,0,0,0,0,0,0,0,0
0,d_19760301,100,100,6.9,0,0,0,0,0,0,0,0
0,d_19760401,100,99.8,5.5,0,0,0,0,0,0,0,0
0,d_19760501,100.1,100.1,10.9,0.2,0,0,0,0,0,0,0
0,d_19760601,100,98.6,7.1,0,0,0,0,0,0,0,0
0,d_19760701,100,99.5,8.6,0,0,0,0,0,0,0,0
0,d_19760801,100,56.8,0,0,0,0,0,0,0,0,0
100,d_19760901,0,0,0,0,0,0,0,0,0,0,0
82.9,d_19761001,0,0,0,0,0,0,17.1,0,0,0,0
67.4,d_19761101,32.5,5.9,0,0,0,0,0,0,0,0,0
54.7,d_19761201,45.3,12.4,0,0,0,0,0,0,0,0,0
61,d_19770101,39,0,0,0,0,0,0,0,0,0,0
0,d_19770201,100,96.7,14.3,0,0,0,0,0,0,0,0
0.2,d_19770301,99.8,97.1,22.6,0,0,0,0,0,0,0,0
0,d_19770401,99.9,99.5,63.6,9.6,0,0,0,0,0,0,0
1.3,d_19770501,98.6,95.3,23,0.4,0,0,0,0,0,0,0
0,d_19770601,100,98,36.2,4.5,0,0,0,0,0,0,0
0,d_19770701,99.9,98.6,37.9,4.8,0,0,0,0,0,0,0
22.5,d_19770801,74.4,67.3,14.2,0,0,3.1,0,0,0,0,0
21.8,d_19770901,78.2,34.1,0,0,0,0,0,0,0,0,0
2.4,d_19771001,97.6,91.4,7.9,0,0,0,0,0,0,0,0
6.3,d_19771101,93.7,67.1,1.3,0,0,0,0,0,0,0,0
83.5,d_19771201,4.1,0,0,0,0,0,12.4,0.7,0,0,0
0,d_19780101,0,0,0,0,0,0,99.9,98.9,2.3,0,0
0,d_19780201,0,0,0,0,0,0,100,100,90.6,20.7,0
0,d_19780301,0,0,0,0,0,0,100,100,100,100,28.2
0,d_19780401,0,0,0,0,0,0,100,100,100,100,77.4
0,d_19780501,0,0,0,0,0,0,100,100,100,100,71.5
0,d_19780601,0,0,0,0,0,0,100,100,100,100,72
0,d_19780701,0,0,0,0,0,0,100,100,100,100,94.7
0,d_19780801,0,0,0,0,0,0,100,100,100,100,100
0,d_19780901,0,0,0,0,0,0,100,100,100,100,66.4
0,d_19781001,0,0,0,0,0,0,100,100,100,100,59.8
0,d_19781101,0,0,0,0,0,0,100,100,100,91.2,21.8
98.8,d_19781201,0,0,0,0,0,0,1.2,0,0,0,0
97.5,d_19790101,0,0,0,0,0,0,2.5,0,0,0,0
85.7,d_19790201,0,0,0,0,0,0,14.2,1.4,0,0,0
16.4,d_19790301,0,0,0,0,0,0,83.7,11.1,0,0,0
80,d_19790401,0,0,0,0,0,0,20,2.5,0,0,0
86.5,d_19790501,0,0,0,0,0,0,13.5,1,0,0,0
94.3,d_19790601,0,0,0,0,0,0,5.7,0,0,0,0
84.5,d_19790701,0,0,0,0,0,0,15.5,0,0,0,0
90.2,d_19790801,0,0,0,0,0,0,9.8,0,0,0,0
26.3,d_19790901,0,0,0,0,0,0,73.7,2.3,0,0,0
88.1,d_19791001,0,0,0,0,0,0,11.9,0,0,0,0
100,d_19791101,0,0,0,0,0,0,0,0,0,0,0
0,d_19791201,100,56.7,0,0,0,0,0,0,0,0,0
99.5,d_19800101,0,0,0,0,0,0,0.5,0,0,0,0
3.5,d_19800201,0,0,0,0,0,0,96.6,85.9,1,0,0
3.7,d_19800301,0,0,0,0,0,0,96.2,27,0.4,0,0
0.6,d_19800401,0,0,0,0,0,0,99.4,17.6,0.4,0,0
0.8,d_19800501,0,0,0,0,0,0,99.2,17.8,0.4,0,0
1.3,d_19800601,0,0,0,0,0,0,98.7,13.6,0.2,0,0
0.3,d_19800701,0,0,0,0,0,0,99.8,19,0.4,0,0
0,d_19800801,0,0,0,0,0,0,100,38.7,0.4,0,0
0,d_19800901,0,0,0,0,0,0,100,76,0.7,0,0
0.8,d_19801001,0,0,0,0,0,0,99.2,47.2,0,0,0
13.1,d_19801101,86.7,65.5,0,0,0,0,0.2,0,0,0,0
2.3,d_19801201,97.7,92.4,74,16.7,0,0,0,0,0,0,0
0.5,d_19810101,99.5,42.5,0,0,0,0,0,0,0,0,0
0,d_19810201,100,52.1,0,0,0,0,0,0,0,0,0
100,d_19810301,0,0,0,0,0,0,0,0,0,0,0
100,d_19810401,0,0,0,0,0,0,0,0,0,0,0
95.8,d_19810501,4.2,0,0,0,0,0,0,0,0,0,0
98.3,d_19810601,1.7,0,0,0,0,0,0,0,0,0,0
100,d_19810701,0,0,0,0,0,0,0,0,0,0,0
100,d_19810801,0,0,0,0,0,0,0,0,0,0,0
81.4,d_19810901,0,0,0,0,0,0,18.6,0,0,0,0
57.5,d_19811001,0,0,0,0,0,0,42.5,0,0,0,0
2.1,d_19811101,0,0,0,0,0,0,97.9,15.7,0,0,0
0.8,d_19811201,99.2,85.7,0,0,0,0,0,0,0,0,0
68.6,d_19820101,31.4,0,0,0,0,0,0,0,0,0,0
5.1,d_19820201,94.9,66.7,0,0,0,0,0,0,0,0,0
87.3,d_19820301,12.6,0,0,0,0,0,0.1,0,0,0,0
86,d_19820401,1.4,0,0,0,0,0,12.6,5,0,0,0
85.4,d_19820501,3.6,0,0,0,0,0,11,4.1,0,0,0
85.8,d_19820601,2.7,0,0,0,0,0,11.5,4.1,0,0,0
88.5,d_19820701,1,0,0,0,0,0,10.5,1.9,0,0,0
85.8,d_19820801,2.2,0,0,0,0,0,12,2.9,0,0,0
62.7,d_19820901,0,0,0,0,0,0,37.2,14.7,1.2,0,0
37.7,d_19821001,0,0,0,0,0,0,62.3,28.9,5.9,0.1,0
0,d_19821101,0,0,0,0,0,0,100,100,100,94.4,40.1
0,d_19821201,0,0,0,0,0,0,100,100,89.6,23.9,0.1
0,d_19830101,0,0,0,0,0,0,100,100,93.4,50.9,0
0,d_19830201,0,0,0,0,0,0,100.1,100.1,100.1,65.4,6.1
0,d_19830301,0,0,0,0,0,0,100,100,100,100,58.5
0,d_19830401,0,0,0,0,0,0,100,100,100,100,80.4
0,d_19830501,0,0,0,0,0,0,100,100,100,100,80.3
0,d_19830601,0,0,0,0,0,0,100,100,100,100,73.1
0,d_19830701,0,0,0,0,0,0,100,100,100,100,74.8
0,d_19830801,0,0,0,0,0,0,100.1,100.1,100.1,83.6,41.1
0,d_19830901,0,0,0,0,0,0,100,100,100,87.9,39.9
0,d_19831001,0,0,0,0,0,0,100,100,100,83.1,0
0,d_19831101,0,0,0,0,0,0,100,100,100,100,96.6
0,d_19831201,0,0,0,0,0,0,100,100,100,72.8,0
93.9,d_19840101,0,0,0,0,0,0,6.1,0,0,0,0
83.2,d_19840201,16.8,0,0,0,0,0,0,0,0,0,0
3.7,d_19840301,96.2,62.7,0,0,0,0,0,0,0,0,0
5.5,d_19840401,94.4,78.3,0,0,0,0,0,0,0,0,0
1.7,d_19840501,98.3,88,1,0,0,0,0,0,0,0,0
1.7,d_19840601,98.4,86.8,0.8,0,0,0,0,0,0,0,0
0.1,d_19840701,100,95.6,31.7,0,0,0,0,0,0,0,0
0,d_19840801,100,100,96.1,82.7,0,0,0,0,0,0,0
0,d_19840901,99.9,99.9,98.5,95.7,88.1,0,0,0,0,0,0
0,d_19841001,100,100,97.2,92.8,23.8,0,0,0,0,0,0
26.2,d_19841101,73.8,18.1,0,0,0,0,0,0,0,0,0
0,d_19841201,0,0,0,0,0,0,100,26.1,3.5,0,0
84.2,d_19850101,0,0,0,0,0,0,15.8,4.1,0,0,0
98.8,d_19850201,0,0,0,0,0,0,1.2,0,0,0,0
71.9,d_19850301,28.1,0,0,0,0,0,0,0,0,0,0
24,d_19850401,76,0,0,0,0,0,0,0,0,0,0
16.5,d_19850501,83.4,33.3,0,0,0,0,0,0,0,0,0
16.5,d_19850601,83.4,32.5,0,0,0,0,0,0,0,0,0
19.8,d_19850701,80.2,16.7,0,0,0,0,0,0,0,0,0
5.4,d_19850801,94.6,80.4,0,0,0,0,0,0,0,0,0
0,d_19850901,100,99.8,84.8,15.7,0,0,0,0,0,0,0
0,d_19851001,100,100,2.9,0,0,0,0,0,0,0,0
100,d_19851101,0,0,0,0,0,0,0,0,0,0,0
100,d_19851201,0,0,0,0,0,0,0,0,0,0,0
100,d_19860101,0,0,0,0,0,0,0,0,0,0,0
71.3,d_19860201,0,0,0,0,0,0,28.7,0.6,0,0,0
1.2,d_19860301,0,0,0,0,0,0,98.8,6.3,0,0,0
25.5,d_19860401,0,0,0,0,0,0,74.5,3.1,0,0,0
46.6,d_19860501,0,0,0,0,0,0,53.4,2.6,0,0,0
44.9,d_19860601,0,0,0,0,0,0,55.1,2.8,0,0,0
31.5,d_19860701,0,0,0,0,0,0,68.4,3.1,0,0,0
96.9,d_19860801,0,0,0,0,0,0,3.1,0,0,0,0
49.1,d_19860901,0,0,0,0,0,0,51,5,0,0,0
3.7,d_19861001,0,0,0,0,0,0,96.3,39.5,0,0,0
73.7,d_19861101,0,0,0,0,0,0,26.2,0.4,0,0,0
0,d_19861201,100,74,8.9,0,0,0,0,0,0,0,0
3,d_19870101,96.9,70.5,9.9,0,0,0,0,0,0,0,0
0,d_19870201,100,95.4,22.1,0,0,0,0,0,0,0,0
12.7,d_19870301,87.3,57.1,0,0,0,0,0,0,0,0,0
0.3,d_19870401,99.7,69.8,13.1,0,0,0,0,0,0,0,0
0,d_19870501,100,80.8,25.4,0,0,0,0,0,0,0,0
0,d_19870601,99.9,90.1,35.2,0,0,0,0,0,0,0,0
0,d_19870701,100,76.5,21.1,0,0,0,0,0,0,0,0
0,d_19870801,100.1,68.4,3.9,0,0,0,0,0,0,0,0
32.9,d_19870901,67.1,14.3,0,0,0,0,0,0,0,0,0
99.8,d_19871001,0.2,0,0,0,0,0,0,0,0,0,0
84.2,d_19871101,0,0,0,0,0,0,15.9,4.7,0,0,0
40,d_19871201,0,0,0,0,0,0,60,19.7,8.4,1.3,0
75.8,d_19880101,0,0,0,0,0,0,24.2,14,3.4,0,0
83.5,d_19880201,0,0,0,0,0,0,16.5,7.6,0,0,0
99.8,d_19880301,0.2,0,0,0,0,0,0,0,0,0,0
85.7,d_19880401,0,0,0,0,0,0,14.2,1.4,0,0,0
87.8,d_19880501,0,0,0,0,0,0,12.2,0.3,0,0,0
86.7,d_19880601,0,0,0,0,0,0,13.3,0.8,0,0,0
98.9,d_19880701,0,0,0,0,0,0,1.1,0,0,0,0
100,d_19880801,0,0,0,0,0,0,0,0,0,0,0
99.3,d_19880901,0.7,0,0,0,0,0,0,0,0,0,0
97,d_19881001,3,0,0,0,0,0,0,0,0,0,0
65.5,d_19881101,34.5,0,0,0,0,0,0,0,0,0,0
0,d_19881201,0,0,0,0,0,0,100,18.6,0,0,0
8.2,d_19890101,91.9,15.4,0,0,0,0,0,0,0,0,0
3,d_19890201,97,58.5,0,0,0,0,0,0,0,0,0
0,d_19890301,100,100,30.3,0,0,0,0,0,0,0,0
0,d_19890401,100,100,62.5,6.2,0,0,0,0,0,0,0
0,d_19890501,99.9,99.9,68.2,9,0,0,0,0,0,0,0
0,d_19890601,100,100,63.5,7.2,0,0,0,0,0,0,0
0,d_19890701,100,100,41.4,0,0,0,0,0,0,0,0
0,d_19890801,100.1,94.3,14.5,0,0,0,0,0,0,0,0
0,d_19890901,100,100,64.4,31.6,0,0,0,0,0,0,0
0,d_19891001,100,76.2,12.5,0,0,0,0,0,0,0,0
0,d_19891101,100,100,100,41.3,1.7,0,0,0,0,0,0
0,d_19891201,100,100,100,100,27.2,0,0,0,0,0,0
0,d_19900101,100,98.1,14.3,1.8,0,0,0,0,0,0,0
0,d_19900201,100,100,26.2,8.7,0,0,0,0,0,0,0
0,d_19900301,100.1,100.1,99.7,39.1,9.2,0,0,0,0,0,0
0,d_19900401,100,100,100,64.1,17.1,0,0,0,0,0,0
0,d_19900501,100.1,100.1,100.1,58.7,14.2,0,0,0,0,0,0
0,d_19900601,100,100,100,87.2,18.7,0,0,0,0,0,0
0,d_19900701,100,100,100,86.1,15.5,0,0,0,0,0,0
0,d_19900801,99.9,99.9,94.7,25.2,6.1,0,0,0,0,0,0
0,d_19900901,99.9,43.9,0.9,0,0,0,0,0,0,0,0
