"","tree","week","species","site","plot","time","date_wp","date_wc","date_lfm","date_rwc"
"1",1478,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"2",1478,14,"blue oak","Cucu Mesa","Low","md",NA,NA,"2022-04-04",NA
"3",1478,15,"blue oak","Cucu Mesa","Low","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"4",1478,17,"blue oak","Cucu Mesa","Low","md",2022-04-27,2022-04-27,"2022-04-27",NA
"5",1478,17,"blue oak","Cucu Mesa","Low","pd",2022-04-27,2022-04-27,NA,NA
"6",1478,19,"blue oak","Cucu Mesa","Low","md",2022-05-09,NA,NA,"2022-05-09"
"7",1478,21,"blue oak","Cucu Mesa","Low","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"8",1478,21,"blue oak","Cucu Mesa","Low","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"9",1478,29,"blue oak","Cucu Mesa","Low","md",2022-07-19,2022-07-19,NA,NA
"10",1478,33,"blue oak","Cucu Mesa","Low","md",2022-08-18,NA,NA,NA
"11",2004,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,"2022-03-11",NA
"12",2004,10,"blue oak","Cucu Mesa","High","pd",2022-03-08,2022-03-08,"2022-03-11",NA
"13",2004,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,NA,NA
"14",2004,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"15",2004,15,"blue oak","Cucu Mesa","High","md",2022-04-13,2022-04-13,"2022-04-12","2022-04-14"
"16",2004,17,"blue oak","Cucu Mesa","High","md",2022-04-27,2022-04-27,"2022-04-27",NA
"17",2004,17,"blue oak","Cucu Mesa","High","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"18",2004,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"19",2004,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"20",2004,29,"blue oak","Cucu Mesa","High","pd",2022-07-19,2022-07-19,NA,NA
"21",2004,33,"blue oak","Cucu Mesa","High","pd",2022-08-18,NA,NA,NA
"22",2005,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,NA,NA
"23",2005,10,"blue oak","Cucu Mesa","High","pd",2022-03-08,2022-03-08,"2022-03-11",NA
"24",2005,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,"2022-04-04",NA
"25",2005,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"26",2005,15,"blue oak","Cucu Mesa","High","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"27",2005,17,"blue oak","Cucu Mesa","High","md",2022-04-27,2022-04-27,"2022-04-27",NA
"28",2005,17,"blue oak","Cucu Mesa","High","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"29",2005,19,"blue oak","Cucu Mesa","High","md",2022-05-09,NA,NA,"2022-05-09"
"30",2005,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"31",2005,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-23","2022-05-27"
"32",2005,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"33",2005,29,"blue oak","Cucu Mesa","High","md",2022-07-19,2022-07-19,NA,NA
"34",2005,33,"blue oak","Cucu Mesa","High","md",2022-08-18,NA,NA,NA
"35",2006,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,"2022-03-11",NA
"36",2006,10,"blue oak","Cucu Mesa","High","pd",2022-03-08,2022-03-08,NA,NA
"37",2006,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,NA,NA
"38",2006,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"39",2006,15,"blue oak","Cucu Mesa","High","md",2022-04-13,2022-04-13,"2022-04-12",NA
"40",2006,17,"blue oak","Cucu Mesa","High","md",2022-04-27,2022-04-27,"2022-04-27",NA
"41",2006,17,"blue oak","Cucu Mesa","High","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"42",2006,19,"blue oak","Cucu Mesa","High","md",2022-05-09,NA,NA,"2022-05-09"
"43",2006,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"44",2006,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"45",2006,29,"blue oak","Cucu Mesa","High","md",2022-07-19,2022-07-19,NA,NA
"46",2006,29,"blue oak","Cucu Mesa","High","pd",2022-07-19,2022-07-19,NA,NA
"47",2006,33,"blue oak","Cucu Mesa","High","md",2022-08-18,NA,NA,NA
"48",2006,33,"blue oak","Cucu Mesa","High","pd",2022-08-18,NA,NA,NA
"49",2007,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,"2022-03-11",NA
"50",2007,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,"2022-03-08",NA
"51",2007,10,"blue oak","Cucu Mesa","High","pd",2022-03-08,2022-03-08,"2022-03-11",NA
"52",2007,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,"2022-04-04",NA
"53",2007,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"54",2007,15,"blue oak","Cucu Mesa","High","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"55",2007,17,"blue oak","Cucu Mesa","High","md",2022-04-27,2022-04-27,"2022-04-27",NA
"56",2007,17,"blue oak","Cucu Mesa","High","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"57",2007,19,"blue oak","Cucu Mesa","High","md",2022-05-09,NA,NA,"2022-05-09"
"58",2007,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"59",2007,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"60",2007,29,"blue oak","Cucu Mesa","High","md",2022-07-19,2022-07-19,NA,NA
"61",2007,29,"blue oak","Cucu Mesa","High","pd",2022-07-19,2022-07-19,NA,NA
"62",2007,33,"blue oak","Cucu Mesa","High","md",2022-08-18,NA,NA,NA
"63",2007,33,"blue oak","Cucu Mesa","High","pd",2022-08-18,NA,NA,NA
"64",2008,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,"2022-04-04",NA
"65",2008,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"66",2008,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"67",2008,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"68",2009,12,"blue oak","LL","Hobbiton","md",2022-03-23,2022-03-25,NA,NA
"69",2009,12,"blue oak","LL","Hobbiton","md",2022-03-25,2022-03-25,NA,NA
"70",2009,12,"blue oak","LL","Hobbiton","pd",2022-03-23,2022-03-25,NA,NA
"71",2009,12,"blue oak","LL","Hobbiton","pd",2022-03-25,2022-03-25,NA,NA
"72",2009,13,"blue oak","LL","Hobbiton","pd",2022-03-30,2022-03-30,"2022-03-30",NA
"73",2009,14,"blue oak","LL","Hobbiton","md",2022-04-06,2022-04-06,NA,NA
"74",2009,14,"blue oak","LL","Hobbiton","pd",NA,NA,"2022-04-04",NA
"75",2009,15,"blue oak","LL","Hobbiton","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"76",2009,15,"blue oak","LL","Hobbiton","md",2022-04-13,2022-04-13,NA,"2022-04-12"
"77",2009,15,"blue oak","LL","Hobbiton","pd",2022-04-11,2022-04-11,NA,"2022-04-14"
"78",2009,15,"blue oak","LL","Hobbiton","pd",2022-04-11,2022-04-11,NA,"2022-04-12"
"79",2009,17,"blue oak","LL","Hobbiton","md",2022-04-25,2022-04-25,"2022-04-25",NA
"80",2009,17,"blue oak","LL","Hobbiton","pd",2022-04-25,2022-04-25,"2022-04-25",NA
"81",2009,18,"blue oak","LL","Hobbiton","md",2022-05-04,2022-05-04,NA,"2022-05-03"
"82",2009,19,"blue oak","LL","Hobbiton","md",2022-05-09,2022-05-09,NA,NA
"83",2009,19,"blue oak","LL","Hobbiton","pd",2022-05-09,NA,NA,NA
"84",2009,21,"blue oak","LL","Hobbiton","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"85",2009,21,"blue oak","LL","Hobbiton","pd",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"86",2009,29,"blue oak","LL","Hobbiton","md",2022-07-19,2022-07-19,NA,NA
"87",2009,33,"blue oak","LL","Hobbiton","md",2022-08-18,2022-08-18,NA,NA
"88",2009,33,"blue oak","LL","Hobbiton","pd",NA,2022-08-18,NA,NA
"89",2010,12,"blue oak","LL","Weathertop","md",2022-03-25,2022-03-25,NA,NA
"90",2010,12,"blue oak","LL","Weathertop","md",2022-03-23,2022-03-25,NA,NA
"91",2010,12,"blue oak","LL","Weathertop","pd",2022-03-23,2022-03-25,NA,NA
"92",2010,12,"blue oak","LL","Weathertop","pd",2022-03-25,2022-03-25,NA,NA
"93",2010,13,"blue oak","LL","Weathertop","pd",2022-03-30,2022-03-30,"2022-03-30",NA
"94",2010,15,"blue oak","LL","Weathertop","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"95",2010,15,"blue oak","LL","Weathertop","pd",2022-04-11,2022-04-11,NA,"2022-04-14"
"96",2010,17,"blue oak","LL","Weathertop","md",2022-04-25,2022-04-25,"2022-04-25",NA
"97",2010,17,"blue oak","LL","Weathertop","pd",2022-04-25,2022-04-25,"2022-04-25",NA
"98",2010,18,"blue oak","LL","Weathertop","md",2022-05-04,2022-05-04,NA,"2022-05-03"
"99",2010,19,"blue oak","LL","Weathertop","md",2022-05-09,2022-05-09,NA,NA
"100",2010,19,"blue oak","LL","Weathertop","pd",2022-05-09,NA,NA,NA
"101",2010,21,"blue oak","LL","Weathertop","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"102",2010,21,"blue oak","LL","Weathertop","pd",2022-05-23,2022-05-23,NA,"2022-05-25"
"103",2010,29,"blue oak","LL","Weathertop","md",2022-07-19,2022-07-19,NA,NA
"104",2010,29,"blue oak","LL","Weathertop","pd",2022-07-19,2022-07-19,NA,NA
"105",2010,33,"blue oak","LL","Weathertop","md",2022-08-18,2022-08-18,NA,NA
"106",2010,33,"blue oak","LL","Weathertop","pd",2022-08-18,2022-08-18,NA,NA
"107",2011,14,"blue oak","LL","Weathertop","md",2022-04-06,2022-04-06,NA,NA
"108",2011,14,"blue oak","LL","Weathertop","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"109",2011,15,"blue oak","LL","Weathertop","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"110",2011,15,"blue oak","LL","Weathertop","pd",2022-04-11,2022-04-11,NA,"2022-04-14"
"111",2011,17,"blue oak","LL","Weathertop","md",2022-04-25,2022-04-25,"2022-04-25",NA
"112",2011,17,"blue oak","LL","Weathertop","pd",2022-04-25,2022-04-25,"2022-04-25",NA
"113",2011,18,"blue oak","LL","Weathertop","md",2022-05-04,2022-05-04,NA,"2022-05-04"
"114",2011,19,"blue oak","LL","Weathertop","md",2022-05-09,2022-05-09,NA,NA
"115",2011,19,"blue oak","LL","Weathertop","pd",2022-05-09,NA,NA,NA
"116",2011,21,"blue oak","LL","Weathertop","md",2022-05-25,2022-05-23,"2022-05-23","2022-05-25"
"117",2011,21,"blue oak","LL","Weathertop","pd",2022-05-23,2022-05-23,NA,"2022-05-25"
"118",2011,29,"blue oak","LL","Weathertop","md",2022-07-19,2022-07-19,NA,NA
"119",2011,29,"blue oak","LL","Weathertop","pd",2022-07-19,2022-07-19,NA,NA
"120",2011,33,"blue oak","LL","Weathertop","md",2022-08-18,2022-08-18,NA,NA
"121",2011,33,"blue oak","LL","Weathertop","pd",2022-08-18,2022-08-18,NA,NA
"122",2012,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"123",2012,14,"blue oak","Cucu Mesa","Low","md",NA,NA,"2022-04-04",NA
"124",2012,15,"blue oak","Cucu Mesa","Low","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"125",2012,17,"blue oak","Cucu Mesa","Low","md",2022-04-27,2022-04-27,"2022-04-27",NA
"126",2012,17,"blue oak","Cucu Mesa","Low","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"127",2012,19,"blue oak","Cucu Mesa","Low","md",2022-05-09,NA,NA,"2022-05-09"
"128",2012,21,"blue oak","Cucu Mesa","Low","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"129",2012,21,"blue oak","Cucu Mesa","Low","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"130",2012,29,"blue oak","Cucu Mesa","Low","md",2022-07-19,2022-07-19,NA,NA
"131",2012,29,"blue oak","Cucu Mesa","Low","pd",2022-07-19,2022-07-19,NA,NA
"132",2012,33,"blue oak","Cucu Mesa","Low","md",2022-08-18,NA,NA,NA
"133",2012,33,"blue oak","Cucu Mesa","Low","pd",2022-08-18,NA,NA,NA
"134",2013,14,"blue oak","Cucu Mesa","Low","md",2022-04-04,2022-04-04,"2022-04-04",NA
"135",2013,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"136",2013,15,"blue oak","Cucu Mesa","Low","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"137",2013,17,"blue oak","Cucu Mesa","Low","md",2022-04-27,2022-04-27,"2022-04-27",NA
"138",2013,17,"blue oak","Cucu Mesa","Low","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"139",2013,19,"blue oak","Cucu Mesa","Low","md",2022-05-09,NA,NA,"2022-05-09"
"140",2013,21,"blue oak","Cucu Mesa","Low","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"141",2013,29,"blue oak","Cucu Mesa","Low","md",2022-07-19,2022-07-19,NA,NA
"142",2013,33,"blue oak","Cucu Mesa","Low","md",2022-08-18,NA,NA,NA
"143",2014,14,"blue oak","Cucu Mesa","Low","md",2022-04-04,2022-04-04,"2022-04-04",NA
"144",2014,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"145",2014,21,"blue oak","Cucu Mesa","Low","md",NA,NA,"2022-05-23",NA
"146",2015,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"147",2015,15,"blue oak","Cucu Mesa","Low","md",2022-04-13,2022-04-13,NA,NA
"148",2015,14,"blue oak","Cucu Mesa","Low","md",NA,NA,"2022-04-04",NA
"149",2015,17,"blue oak","Cucu Mesa","Low","md",2022-04-27,2022-04-27,"2022-04-27",NA
"150",2015,17,"blue oak","Cucu Mesa","Low","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"151",2015,19,"blue oak","Cucu Mesa","Low","md",2022-05-09,NA,NA,"2022-05-09"
"152",2015,21,"blue oak","Cucu Mesa","Low","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"153",2015,21,"blue oak","Cucu Mesa","Low","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"154",2015,29,"blue oak","Cucu Mesa","Low","md",2022-07-19,2022-07-19,NA,NA
"155",2015,29,"blue oak","Cucu Mesa","Low","pd",2022-07-19,2022-07-19,NA,NA
"156",2015,33,"blue oak","Cucu Mesa","Low","md",2022-08-18,NA,NA,NA
"157",2015,33,"blue oak","Cucu Mesa","Low","pd",2022-08-18,NA,NA,NA
"158",2020,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"159",2020,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"160",2020,14,"blue oak","Chamise","Chamise","md",2022-04-04,2022-04-04,"2022-04-04",NA
"161",2020,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"162",2020,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"163",2020,17,"blue oak","Chamise","Chamise","md",2022-04-27,2022-04-27,"2022-04-27",NA
"164",2020,17,"blue oak","Chamise","Chamise","pd",2022-04-27,2022-04-27,NA,NA
"165",2020,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"166",2020,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"167",2020,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"168",2020,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"169",2020,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"170",2020,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"171",2020,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"172",2020,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"173",2021,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"174",2021,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"175",2021,14,"blue oak","Chamise","Chamise","md",2022-04-04,2022-04-04,"2022-04-04",NA
"176",2021,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"177",2021,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"178",2021,17,"blue oak","Chamise","Chamise","md",2022-04-27,2022-04-27,"2022-04-27",NA
"179",2021,17,"blue oak","Chamise","Chamise","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"180",2021,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"181",2021,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"182",2021,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-23"
"183",2021,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"184",2021,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-23"
"185",2021,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"186",2021,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"187",2021,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"188",2021,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"189",2021,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"190",2022,10,"live oak","Chamise","Chamise","md",2022-03-08,2022-03-08,NA,NA
"191",2022,11,"live oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15",NA
"192",2022,14,"live oak","Chamise","Chamise","md",NA,NA,"2022-04-04",NA
"193",2022,14,"live oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"194",2022,17,"live oak","Chamise","Chamise","md",2022-04-27,2022-04-27,"2022-04-27",NA
"195",2022,17,"live oak","Chamise","Chamise","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"196",2022,19,"live oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"197",2022,19,"live oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"198",2022,21,"live oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-23"
"199",2022,21,"live oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-23"
"200",2022,29,"live oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"201",2022,29,"live oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"202",2022,33,"live oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"203",2022,33,"live oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"204",2023,10,"live oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"205",2023,11,"live oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15",NA
"206",2023,14,"live oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"207",2023,17,"live oak","Chamise","Chamise","md",2022-04-27,2022-04-27,"2022-04-27",NA
"208",2023,17,"live oak","Chamise","Chamise","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"209",2023,19,"live oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"210",2023,19,"live oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"211",2023,21,"live oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-25","2022-05-25"
"212",2023,21,"live oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"213",2023,29,"live oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"214",2023,29,"live oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"215",2023,33,"live oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"216",2023,33,"live oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"217",2024,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"218",2024,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"219",2024,14,"blue oak","Chamise","Chamise","md",2022-04-04,2022-04-04,"2022-04-04",NA
"220",2024,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"221",2024,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,NA
"222",2024,17,"blue oak","Chamise","Chamise","md",2022-04-27,2022-04-27,"2022-04-27",NA
"223",2024,17,"blue oak","Chamise","Chamise","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"224",2024,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"225",2024,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"226",2024,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"227",2024,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"228",2024,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"229",2024,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"230",2024,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"231",2024,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"232",2025,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"233",2025,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"234",2025,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"235",2025,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"236",2025,17,"blue oak","Chamise","Chamise","md",2022-04-27,2022-04-27,"2022-04-27",NA
"237",2025,17,"blue oak","Chamise","Chamise","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"238",2025,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"239",2025,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"240",2025,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"241",2025,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"242",2025,14,"blue oak","Chamise","Chamise","md",NA,NA,"2022-04-04",NA
"243",2025,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"244",2025,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"245",2025,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"246",2025,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"247",2026,10,"blue oak","Chamise","Shedd","md",2022-03-08,2022-03-08,NA,NA
"248",2026,11,"blue oak","Chamise","Shedd","pd",2022-03-15,2022-03-15,NA,NA
"249",2026,14,"blue oak","Chamise","Shedd","md",2022-04-04,2022-04-04,"2022-04-04",NA
"250",2026,14,"blue oak","Chamise","Shedd","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"251",2026,15,"blue oak","Chamise","Shedd","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"252",2026,17,"blue oak","Chamise","Shedd","md",2022-04-27,2022-04-27,"2022-04-27",NA
"253",2026,17,"blue oak","Chamise","Shedd","pd",2022-04-27,2022-04-27,"2022-04-27",NA
"254",2026,19,"blue oak","Chamise","Shedd","md",2022-05-09,NA,NA,"2022-05-09"
"255",2026,21,"blue oak","Chamise","Shedd","md",2022-05-23,2022-05-23,"2022-05-25","2022-05-23"
"256",2026,21,"blue oak","Chamise","Shedd","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-23"
"257",2026,29,"blue oak","Chamise","Shedd","md",2022-07-19,2022-07-19,NA,NA
"258",2026,29,"blue oak","Chamise","Shedd","pd",2022-07-19,2022-07-19,NA,NA
"259",2026,33,"blue oak","Chamise","Shedd","md",2022-08-18,NA,NA,NA
"260",2026,33,"blue oak","Chamise","Shedd","pd",2022-08-18,NA,NA,NA
"261",2027,11,"blue oak","Chamise","Shedd","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"262",2027,10,"blue oak","Chamise","Shedd","md",NA,NA,"2022-03-11",NA
"263",2027,14,"blue oak","Chamise","Shedd","pd",2022-04-04,2022-04-04,"2022-04-04",NA
